index,year,month,sector,hydroelectric_power,geothermal_energy,solar_energy,wind_energy,biomass_energy,total_renewable_energy
503,1981,5,Industrial,1.135,0,0,0,143.93,145.066
504,1981,5,Residential,0,0,0,0,0,73.89
505,1981,5,Transportation,0,0,0,0,0.571,0.571
506,1981,6,Commerical,0,0,0,0,1.73,1.73
507,1981,6,Electric Power,0,1.561,0,0,0.16,91.695
508,1981,6,Industrial,1.088,0,0,0,139.288,140.375
509,1981,6,Residential,0,0,0,0,0,71.507
510,1981,6,Transportation,0,0,0,0,0.553,0.553
511,1981,7,Commerical,0,0,0,0,1.788,1.788
512,1981,7,Electric Power,0,1.716,0,0,0.212,87.681
513,1981,7,Industrial,0.96,0,0,0,143.93,144.891
514,1981,7,Residential,0,0,0,0,0,73.89
515,1981,7,Transportation,0,0,0,0,0.571,0.571
516,1981,8,Commerical,0,0,0,0,1.788,1.788
517,1981,8,Electric Power,0,1.695,0,0,0.248,75.693
518,1981,8,Industrial,0.805,0,0,0,143.93,144.736
519,1981,8,Residential,0,0,0,0,0,73.89
520,1981,8,Transportation,0,0,0,0,0.571,0.571
521,1981,9,Commerical,0,0,0,0,1.73,1.73
522,1981,9,Electric Power,0,1.705,0,0,0.403,62.915
523,1981,9,Industrial,0.727,0,0,0,139.288,140.015
524,1981,9,Residential,0,0,0,0,0,71.507
525,1981,9,Transportation,0,0,0,0,0.553,0.553
526,1981,10,Commerical,0,0,0,0,1.788,1.788
527,1981,10,Electric Power,0,1.682,0,0,0.402,63.802
528,1981,10,Industrial,0.703,0,0,0,143.93,144.633
529,1981,10,Residential,0,0,0,0,0,73.89
530,1981,10,Transportation,0,0,0,0,0.571,0.571
531,1981,11,Commerical,0,0,0,0,1.73,1.73
532,1981,11,Electric Power,0,1.468,0,0,0.36,66.531
533,1981,11,Industrial,0.756,0,0,0,139.288,140.043
534,1981,11,Residential,0,0,0,0,0,71.507
535,1981,11,Transportation,0,0,0,0,0.553,0.553
536,1981,12,Commerical,0,0,0,0,1.788,1.788
537,1981,12,Electric Power,0,1.473,0,0,0.261,83.208
538,1981,12,Industrial,0.805,0,0,0,143.93,144.735
539,1981,12,Residential,0,0,0,0,0,73.89
540,1981,12,Transportation,0,0,0,0,0.571,0.571
541,1982,1,Commerical,0,0,0,0,1.88,1.88
542,1982,1,Electric Power,0,1.297,0,0,0.325,93.389
543,1982,1,Industrial,0.995,0,0,0,140.11,141.105
544,1982,1,Residential,0,0,0,0,0,82.384
545,1982,1,Transportation,0,0,0,0,1.553,1.553
546,1982,2,Commerical,0,0,0,0,1.698,1.698
547,1982,2,Electric Power,0,1.193,0,0,0.313,92.572
548,1982,2,Industrial,0.841,0,0,0,126.551,127.392
549,1982,2,Residential,0,0,0,0,0,74.411
550,1982,2,Transportation,0,0,0,0,1.403,1.403
551,1982,3,Commerical,0,0,0,0,1.88,1.88
552,1982,3,Electric Power,0,1.051,0,0,0.231,103.248
553,1982,3,Industrial,0.957,0,0,0,140.11,141.067
554,1982,3,Residential,0,0,0,0,0,82.384
555,1982,3,Transportation,0,0,0,0,1.553,1.553
556,1982,4,Commerical,0,0,0,0,1.819,1.819
557,1982,4,Electric Power,0,1.06,0,0,0.183,96.532
558,1982,4,Industrial,1.013,0,0,0,135.59,136.603
559,1982,4,Residential,0,0,0,0,0,79.726
560,1982,4,Transportation,0,0,0,0,1.503,1.503
561,1982,5,Commerical,0,0,0,0,1.88,1.88
562,1982,5,Electric Power,0,1.231,0,0,0.209,96.878
563,1982,5,Industrial,1.135,0,0,0,140.11,141.245
564,1982,5,Residential,0,0,0,0,0,82.384
565,1982,5,Transportation,0,0,0,0,1.553,1.553
566,1982,6,Commerical,0,0,0,0,1.819,1.819
567,1982,6,Electric Power,0,1.487,0,0,0.228,97.09
568,1982,6,Industrial,1.088,0,0,0,135.59,136.678
569,1982,6,Residential,0,0,0,0,0,79.726
570,1982,6,Transportation,0,0,0,0,1.503,1.503
571,1982,7,Commerical,0,0,0,0,1.88,1.88
572,1982,7,Electric Power,0,1.564,0,0,0.276,94.967
573,1982,7,Industrial,0.96,0,0,0,140.11,141.07
574,1982,7,Residential,0,0,0,0,0,82.384
575,1982,7,Transportation,0,0,0,0,1.553,1.553
576,1982,8,Commerical,0,0,0,0,1.88,1.88
577,1982,8,Electric Power,0,1.559,0,0,0.242,83.328
578,1982,8,Industrial,0.805,0,0,0,140.11,140.915
579,1982,8,Residential,0,0,0,0,0,82.384
580,1982,8,Transportation,0,0,0,0,1.553,1.553
581,1982,9,Commerical,0,0,0,0,1.819,1.819
582,1982,9,Electric Power,0,1.495,0,0,0.309,69.689
583,1982,9,Industrial,0.727,0,0,0,135.59,136.318
584,1982,9,Residential,0,0,0,0,0,79.726
585,1982,9,Transportation,0,0,0,0,1.503,1.503
586,1982,10,Commerical,0,0,0,0,1.88,1.88
587,1982,10,Electric Power,0,1.592,0,0,0.447,69.427
588,1982,10,Industrial,0.703,0,0,0,140.11,140.813
589,1982,10,Residential,0,0,0,0,0,82.384
590,1982,10,Transportation,0,0,0,0,1.553,1.553
591,1982,11,Commerical,0,0,0,0,1.819,1.819
592,1982,11,Electric Power,0,1.672,0,0,0.309,81.47
593,1982,11,Industrial,0.756,0,0,0,135.59,136.346
594,1982,11,Residential,0,0,0,0,0,79.726
595,1982,11,Transportation,0,0,0,0,1.503,1.503
596,1982,12,Commerical,0,0,0,0,1.88,1.88
597,1982,12,Electric Power,0,1.323,0,0,0.283,96.323
598,1982,12,Industrial,0.805,0,0,0,140.11,140.915
599,1982,12,Residential,0,0,0,0,0,82.384
600,1982,12,Transportation,0,0,0,0,1.553,1.553
601,1983,1,Commerical,0,0,0,0,1.892,1.892
602,1983,1,Electric Power,0,1.65,0,0.001,0.237,101.636
603,1983,1,Industrial,0.995,0,0,0,159.199,160.194
604,1983,1,Residential,0,0,0,0,0,82.384
605,1983,1,Transportation,0,0,0,0,2.864,2.864
606,1983,2,Commerical,0,0,0,0,1.709,1.709
607,1983,2,Electric Power,0,1.269,0,0,0.239,96.873
608,1983,2,Industrial,0.841,0,0,0,143.792,144.633
609,1983,2,Residential,0,0,0,0,0,74.411
610,1983,2,Transportation,0,0,0,0,2.587,2.587
611,1983,3,Commerical,0,0,0,0,1.892,1.892
612,1983,3,Electric Power,0,1.463,0,0.001,0.272,105.127
613,1983,3,Industrial,0.957,0,0,0,159.199,160.156
614,1983,3,Residential,0,0,0,0,0,82.384
615,1983,3,Transportation,0,0,0,0,2.864,2.864
616,1983,4,Commerical,0,0,0,0,1.831,1.831
617,1983,4,Electric Power,0,1.371,0,0.001,0.234,103.927
618,1983,4,Industrial,1.013,0,0,0,154.063,155.076
619,1983,4,Residential,0,0,0,0,0,79.726
620,1983,4,Transportation,0,0,0,0,2.772,2.772
621,1983,5,Commerical,0,0,0,0,1.892,1.892
622,1983,5,Electric Power,0,1.114,0,0.001,0.309,107.856
623,1983,5,Industrial,1.135,0,0,0,159.199,160.334
624,1983,5,Residential,0,0,0,0,0,82.384
625,1983,5,Transportation,0,0,0,0,2.864,2.864
626,1983,6,Commerical,0,0,0,0,1.831,1.831
627,1983,6,Electric Power,0,1.465,0,0.001,0.344,106.532
628,1983,6,Industrial,1.088,0,0,0,154.063,155.151
629,1983,6,Residential,0,0,0,0,0,79.726
630,1983,6,Transportation,0,0,0,0,2.772,2.772
631,1983,7,Commerical,0,0,0,0,1.892,1.892
632,1983,7,Electric Power,0,1.825,0,0,0.313,98.061
633,1983,7,Industrial,0.96,0,0,0,159.199,160.159
634,1983,7,Residential,0,0,0,0,0,82.384
635,1983,7,Transportation,0,0,0,0,2.864,2.864
636,1983,8,Commerical,0,0,0,0,1.892,1.892
637,1983,8,Electric Power,0,2.401,0,0,0.357,90.882
638,1983,8,Industrial,0.805,0,0,0,159.199,160.004
639,1983,8,Residential,0,0,0,0,0,82.384
640,1983,8,Transportation,0,0,0,0,2.864,2.864
641,1983,9,Commerical,0,0,0,0,1.831,1.831
642,1983,9,Electric Power,0,2.194,0,0.001,0.364,76.639
643,1983,9,Industrial,0.727,0,0,0,154.063,154.79
644,1983,9,Residential,0,0,0,0,0,79.726
645,1983,9,Transportation,0,0,0,0,2.772,2.772
646,1983,10,Commerical,0,0,0,0,1.892,1.892
647,1983,10,Electric Power,0,2.3,0,0.002,0.394,73.483
648,1983,10,Industrial,0.703,0,0,0,159.199,159.901
649,1983,10,Residential,0,0,0,0,0,82.384
650,1983,10,Transportation,0,0,0,0,2.864,2.864
651,1983,11,Commerical,0,0,0,0,1.831,1.831
652,1983,11,Electric Power,0,2.047,0,0.001,0.389,86.637
653,1983,11,Industrial,0.756,0,0,0,154.063,154.819
654,1983,11,Residential,0,0,0,0,0,79.726
655,1983,11,Transportation,0,0,0,0,2.772,2.772
656,1983,12,Commerical,0,0,0,0,1.892,1.892
657,1983,12,Electric Power,0,1.63,0,0,0.533,110.294
658,1983,12,Industrial,0.805,0,0,0,159.199,160.004
659,1983,12,Residential,0,0,0,0,0,82.384
660,1983,12,Transportation,0,0,0,0,2.864,2.864
661,1984,1,Commerical,0,0,0,0,1.893,1.893
662,1984,1,Electric Power,0,1.665,0,0,0.614,103.743
663,1984,1,Industrial,0.995,0,0,0,162.475,163.47
664,1984,1,Residential,0,0,0,0,0,83.005
665,1984,1,Transportation,0,0,0,0,3.495,3.495
666,1984,2,Commerical,0,0,0,0,1.771,1.771
667,1984,2,Electric Power,0,2.034,0,0.001,0.485,97.713
668,1984,2,Industrial,0.841,0,0,0,151.993,152.834
669,1984,2,Residential,0,0,0,0,0,77.65
670,1984,2,Transportation,0,0,0,0,3.27,3.27
671,1984,3,Commerical,0,0,0,0,1.893,1.893
672,1984,3,Electric Power,0,2.235,0.001,0.001,0.66,106.74
673,1984,3,Industrial,0.957,0,0,0,162.475,163.432
674,1984,3,Residential,0,0,0,0,0,83.005
675,1984,3,Transportation,0,0,0,0,3.495,3.495
676,1984,4,Commerical,0,0,0,0,1.832,1.832
677,1984,4,Electric Power,0,2.205,0.001,0.002,0.501,104.967
678,1984,4,Industrial,1.013,0,0,0,157.234,158.247
679,1984,4,Residential,0,0,0,0,0,80.328
680,1984,4,Transportation,0,0,0,0,3.382,3.382
681,1984,5,Commerical,0,0,0,0,1.893,1.893
682,1984,5,Electric Power,0,2.115,0.002,0.003,0.54,111.208
683,1984,5,Industrial,1.135,0,0,0,162.475,163.61
684,1984,5,Residential,0,0,0,0,0,83.005
685,1984,5,Transportation,0,0,0,0,3.495,3.495
686,1984,6,Commerical,0,0,0,0,1.832,1.832
687,1984,6,Electric Power,0,2.053,0.003,0.002,0.526,100.759
688,1984,6,Industrial,1.088,0,0,0,157.234,158.322
689,1984,6,Residential,0,0,0,0,0,80.328
690,1984,6,Transportation,0,0,0,0,3.382,3.382
691,1984,7,Commerical,0,0,0,0,1.893,1.893
692,1984,7,Electric Power,0,1.96,0.001,0.002,0.763,96.537
693,1984,7,Industrial,0.96,0,0,0,162.475,163.436
694,1984,7,Residential,0,0,0,0,0,83.005
695,1984,7,Transportation,0,0,0,0,3.495,3.495
696,1984,8,Commerical,0,0,0,0,1.893,1.893
697,1984,8,Electric Power,0,2.454,0.003,0.001,0.769,88.995
698,1984,8,Industrial,0.805,0,0,0,162.475,163.28
699,1984,8,Residential,0,0,0,0,0,83.005
700,1984,8,Transportation,0,0,0,0,3.495,3.495
701,1984,9,Commerical,0,0,0,0,1.832,1.832
702,1984,9,Electric Power,0,2.21,0.003,0.002,0.819,74.383
703,1984,9,Industrial,0.727,0,0,0,157.234,157.961
704,1984,9,Residential,0,0,0,0,0,80.328
705,1984,9,Transportation,0,0,0,0,3.382,3.382
706,1984,10,Commerical,0,0,0,0,1.893,1.893
707,1984,10,Electric Power,0,2.426,0.002,0.003,1.105,74.802
708,1984,10,Industrial,0.703,0,0,0,162.475,163.178
709,1984,10,Residential,0,0,0,0,0,83.005
710,1984,10,Transportation,0,0,0,0,3.495,3.495
711,1984,11,Commerical,0,0,0,0,1.832,1.832
712,1984,11,Electric Power,0,2.396,0.001,0.003,1.291,79.64
713,1984,11,Industrial,0.756,0,0,0,157.234,157.99
714,1984,11,Residential,0,0,0,0,0,80.328
715,1984,11,Transportation,0,0,0,0,3.382,3.382
716,1984,12,Commerical,0,0,0,0,1.893,1.893
717,1984,12,Electric Power,0,2.656,0,0.004,1.174,91.978
718,1984,12,Industrial,0.805,0,0,0,162.475,163.28
719,1984,12,Residential,0,0,0,0,0,83.005
720,1984,12,Transportation,0,0,0,0,3.495,3.495
721,1985,1,Commerical,0,0,0,0,2.07,2.07
722,1985,1,Electric Power,0,2.641,0.002,0.002,1.369,97.991
723,1985,1,Industrial,0.995,0,0,0,162.871,163.866
724,1985,1,Residential,0,0,0,0,0,85.781
725,1985,1,Transportation,0,0,0,0,4.224,4.224
726,1985,2,Commerical,0,0,0,0,1.87,1.87
727,1985,2,Electric Power,0,2.332,0,0.004,1.238,91.952
728,1985,2,Industrial,0.841,0,0,0,147.109,147.95
729,1985,2,Residential,0,0,0,0,0,77.479
730,1985,2,Transportation,0,0,0,0,3.816,3.816
731,1985,3,Commerical,0,0,0,0,2.07,2.07
732,1985,3,Electric Power,0,2.715,0,0.002,1.39,88.179
733,1985,3,Industrial,0.957,0,0,0,162.871,163.828
734,1985,3,Residential,0,0,0,0,0,85.781
735,1985,3,Transportation,0,0,0,0,4.224,4.224
736,1985,4,Commerical,0,0,0,0,2.003,2.003
737,1985,4,Electric Power,0,2.378,0.004,0.002,0.877,86.524
738,1985,4,Industrial,1.013,0,0,0,157.617,158.63
739,1985,4,Residential,0,0,0,0,0,83.014
740,1985,4,Transportation,0,0,0,0,4.088,4.088
741,1985,5,Commerical,0,0,0,0,2.07,2.07
742,1985,5,Electric Power,0,2.473,0.005,0.001,0.934,93.562
743,1985,5,Industrial,1.135,0,0,0,162.871,164.006
744,1985,5,Residential,0,0,0,0,0,85.781
745,1985,5,Transportation,0,0,0,0,4.224,4.224
746,1985,6,Commerical,0,0,0,0,2.003,2.003
747,1985,6,Electric Power,0,2.382,0.005,0.001,0.921,84.647
748,1985,6,Industrial,1.088,0,0,0,157.617,158.705
749,1985,6,Residential,0,0,0,0,0,83.014
750,1985,6,Transportation,0,0,0,0,4.088,4.088
751,1985,7,Commerical,0,0,0,0,2.07,2.07
752,1985,7,Electric Power,0,2.619,0.004,0,1.212,76.487
753,1985,7,Industrial,0.96,0,0,0,162.871,163.831
754,1985,7,Residential,0,0,0,0,0,85.781
755,1985,7,Transportation,0,0,0,0,4.224,4.224
756,1985,8,Commerical,0,0,0,0,2.07,2.07
757,1985,8,Electric Power,0,2.737,0.007,0.001,1.354,72.274
758,1985,8,Industrial,0.805,0,0,0,162.871,163.676
759,1985,8,Residential,0,0,0,0,0,85.781
760,1985,8,Transportation,0,0,0,0,4.224,4.224
761,1985,9,Commerical,0,0,0,0,2.003,2.003
762,1985,9,Electric Power,0,2.602,0.005,0.003,1.274,67.918
763,1985,9,Industrial,0.727,0,0,0,157.617,158.344
764,1985,9,Residential,0,0,0,0,0,83.014
765,1985,9,Transportation,0,0,0,0,4.088,4.088
766,1985,10,Commerical,0,0,0,0,2.07,2.07
767,1985,10,Electric Power,0,2.491,0.003,0.002,1.229,72.127
768,1985,10,Industrial,0.703,0,0,0,162.871,163.574
769,1985,10,Residential,0,0,0,0,0,85.781
770,1985,10,Transportation,0,0,0,0,4.224,4.224
771,1985,11,Commerical,0,0,0,0,2.003,2.003
772,1985,11,Electric Power,0,3.075,0.001,0.001,1.348,82.744
773,1985,11,Industrial,0.756,0,0,0,157.617,158.373
774,1985,11,Residential,0,0,0,0,0,83.014
775,1985,11,Transportation,0,0,0,0,4.088,4.088
776,1985,12,Commerical,0,0,0,0,2.07,2.07
777,1985,12,Electric Power,0,3.372,0.001,0,1.299,91.196
778,1985,12,Industrial,0.805,0,0,0,162.871,163.676
779,1985,12,Residential,0,0,0,0,0,85.781
780,1985,12,Transportation,0,0,0,0,4.224,4.224
781,1986,1,Commerical,0,0,0,0,2.333,2.333
782,1986,1,Electric Power,0,3.438,0.002,0.001,1.194,77.574
783,1986,1,Industrial,0.995,0,0,0,162.635,163.631
784,1986,1,Residential,0,0,0,0,0,78.137
785,1986,1,Transportation,0,0,0,0,4.878,4.878
786,1986,2,Commerical,0,0,0,0,2.107,2.107
787,1986,2,Electric Power,0,2.953,0.002,0.001,0.938,83.127
788,1986,2,Industrial,0.841,0,0,0,146.897,147.737
789,1986,2,Residential,0,0,0,0,0,70.575
790,1986,2,Transportation,0,0,0,0,4.406,4.406
791,1986,3,Commerical,0,0,0,0,2.333,2.333
792,1986,3,Electric Power,0,3.071,0.003,0.002,0.854,101.055
793,1986,3,Industrial,0.957,0,0,0,162.635,163.593
794,1986,3,Residential,0,0,0,0,0,78.137
795,1986,3,Transportation,0,0,0,0,4.878,4.878
796,1986,4,Commerical,0,0,0,0,2.257,2.257
797,1986,4,Electric Power,0,2.769,0.005,0.002,0.805,97.491
798,1986,4,Industrial,1.013,0,0,0,157.389,158.402
799,1986,4,Residential,0,0,0,0,0,75.616
800,1986,4,Transportation,0,0,0,0,4.721,4.721
801,1986,5,Commerical,0,0,0,0,2.333,2.333
802,1986,5,Electric Power,0,2.798,0.006,0.003,0.839,96.468
803,1986,5,Industrial,1.135,0,0,0,162.635,163.771
804,1986,5,Residential,0,0,0,0,0,78.137
805,1986,5,Transportation,0,0,0,0,4.878,4.878
806,1986,6,Commerical,0,0,0,0,2.257,2.257
807,1986,6,Electric Power,0,3.036,0.005,0.002,0.853,93.37
808,1986,6,Industrial,1.088,0,0,0,157.389,158.477
809,1986,6,Residential,0,0,0,0,0,75.616
810,1986,6,Transportation,0,0,0,0,4.721,4.721
811,1986,7,Commerical,0,0,0,0,2.333,2.333
812,1986,7,Electric Power,0,3.221,0.006,0.002,1.028,86.39
813,1986,7,Industrial,0.96,0,0,0,162.635,163.596
814,1986,7,Residential,0,0,0,0,0,78.137
815,1986,7,Transportation,0,0,0,0,4.878,4.878
816,1986,8,Commerical,0,0,0,0,2.333,2.333
817,1986,8,Electric Power,0,3.214,0.006,0.002,1.193,76.712
818,1986,8,Industrial,0.805,0,0,0,162.635,163.441
819,1986,8,Residential,0,0,0,0,0,78.137
820,1986,8,Transportation,0,0,0,0,4.878,4.878
821,1986,9,Commerical,0,0,0,0,2.257,2.257
822,1986,9,Electric Power,0,2.693,0.005,0,1.09,75.828
823,1986,9,Industrial,0.727,0,0,0,157.389,158.116
824,1986,9,Residential,0,0,0,0,0,75.616
825,1986,9,Transportation,0,0,0,0,4.721,4.721
826,1986,10,Commerical,0,0,0,0,2.333,2.333
827,1986,10,Electric Power,0,2.647,0.004,0.001,0.991,76.439
828,1986,10,Industrial,0.703,0,0,0,162.635,163.338
829,1986,10,Residential,0,0,0,0,0,78.137
830,1986,10,Transportation,0,0,0,0,4.878,4.878
831,1986,11,Commerical,0,0,0,0,2.257,2.257
832,1986,11,Electric Power,0,2.291,0.003,0,1.138,82.432
833,1986,11,Industrial,0.756,0,0,0,157.389,158.145
834,1986,11,Residential,0,0,0,0,0,75.616
835,1986,11,Transportation,0,0,0,0,4.721,4.721
836,1986,12,Commerical,0,0,0,0,2.333,2.333
837,1986,12,Electric Power,0,3.038,0.001,0,1.369,92.999
838,1986,12,Industrial,0.805,0,0,0,162.635,163.44
839,1986,12,Residential,0,0,0,0,0,78.137
840,1986,12,Transportation,0,0,0,0,4.878,4.878
841,1987,1,Commerical,0,0,0,0,2.509,2.509
842,1987,1,Electric Power,0,3.051,0,0,1.275,91.034
843,1987,1,Industrial,0.995,0,0,0,162.549,163.544
844,1987,1,Residential,0,0,0,0,0,72.192
845,1987,1,Transportation,0,0,0,0,5.612,5.612
846,1987,2,Commerical,0,0,0,0,2.266,2.266
847,1987,2,Electric Power,0,2.829,0.002,0,1.152,76.407
848,1987,2,Industrial,0.841,0,0,0,146.818,147.659
849,1987,2,Residential,0,0,0,0,0,65.205
850,1987,2,Transportation,0,0,0,0,5.068,5.068
851,1987,3,Commerical,0,0,0,0,2.509,2.509
852,1987,3,Electric Power,0,3.102,0.003,0,1.296,83.723
853,1987,3,Industrial,0.957,0,0,0,162.549,163.506
854,1987,3,Residential,0,0,0,0,0,72.192
855,1987,3,Transportation,0,0,0,0,5.612,5.612
856,1987,4,Commerical,0,0,0,0,2.428,2.428
857,1987,4,Electric Power,0,2.924,0.004,0,1.112,79.191
858,1987,4,Industrial,1.013,0,0,0,157.305,158.318
859,1987,4,Residential,0,0,0,0,0,69.863
860,1987,4,Transportation,0,0,0,0,5.431,5.431
861,1987,5,Commerical,0,0,0,0,2.509,2.509
862,1987,5,Electric Power,0,3.072,0.004,0.001,1.145,86.8
863,1987,5,Industrial,1.135,0,0,0,162.549,163.684
864,1987,5,Residential,0,0,0,0,0,72.192
865,1987,5,Transportation,0,0,0,0,5.612,5.612
866,1987,6,Commerical,0,0,0,0,2.428,2.428
867,1987,6,Electric Power,0,3.155,0.006,0.003,1.495,75.842
868,1987,6,Industrial,1.088,0,0,0,157.305,158.393
869,1987,6,Residential,0,0,0,0,0,69.863
870,1987,6,Transportation,0,0,0,0,5.431,5.431
871,1987,7,Commerical,0,0,0,0,2.509,2.509
872,1987,7,Electric Power,0,3.262,0.006,0.004,1.498,73.674
873,1987,7,Industrial,0.96,0,0,0,162.549,163.509
874,1987,7,Residential,0,0,0,0,0,72.192
875,1987,7,Transportation,0,0,0,0,5.612,5.612
876,1987,8,Commerical,0,0,0,0,2.509,2.509
877,1987,8,Electric Power,0,3.25,0.004,0.001,1.535,67.728
878,1987,8,Industrial,0.805,0,0,0,162.549,163.354
879,1987,8,Residential,0,0,0,0,0,72.192
880,1987,8,Transportation,0,0,0,0,5.612,5.612
881,1987,9,Commerical,0,0,0,0,2.428,2.428
882,1987,9,Electric Power,0,3.032,0.003,0.001,1.271,66.335
883,1987,9,Industrial,0.727,0,0,0,157.305,158.033
884,1987,9,Residential,0,0,0,0,0,69.863
885,1987,9,Transportation,0,0,0,0,5.431,5.431
886,1987,10,Commerical,0,0,0,0,2.509,2.509
887,1987,10,Electric Power,0,3.07,0.002,0,1.197,65.531
888,1987,10,Industrial,0.703,0,0,0,162.549,163.252
889,1987,10,Residential,0,0,0,0,0,72.192
890,1987,10,Transportation,0,0,0,0,5.612,5.612
891,1987,11,Commerical,0,0,0,0,2.428,2.428
892,1987,11,Electric Power,0,2.968,0.001,0,1.17,61.657
893,1987,11,Industrial,0.756,0,0,0,157.305,158.061
894,1987,11,Residential,0,0,0,0,0,69.863
895,1987,11,Transportation,0,0,0,0,5.431,5.431
896,1987,12,Commerical,0,0,0,0,2.509,2.509
897,1987,12,Electric Power,0,3.049,0.001,0.001,1.243,76.241
898,1987,12,Industrial,0.805,0,0,0,162.549,163.354
899,1987,12,Residential,0,0,0,0,0,72.192
900,1987,12,Transportation,0,0,0,0,5.612,5.612
901,1988,1,Commerical,0,0,0,0,2.756,2.756
902,1988,1,Electric Power,0,3.078,0.002,0.002,1.337,79.595
903,1988,1,Industrial,0.995,0,0,0,168.476,169.471
904,1988,1,Residential,0,0,0,0,0,77.077
905,1988,1,Transportation,0,0,0,0,5.685,5.685
906,1988,2,Commerical,0,0,0,0,2.578,2.578
907,1988,2,Electric Power,0,2.648,0.003,0,1.246,69.085
908,1988,2,Industrial,0.841,0,0,0,157.606,158.447
909,1988,2,Residential,0,0,0,0,0,72.104
910,1988,2,Transportation,0,0,0,0,5.319,5.319
911,1988,3,Commerical,0,0,0,0,2.756,2.756
912,1988,3,Electric Power,0,3.087,0.004,0,1.391,71.065
913,1988,3,Industrial,0.957,0,0,0,168.476,169.433
914,1988,3,Residential,0,0,0,0,0,77.077
915,1988,3,Transportation,0,0,0,0,5.685,5.685
916,1988,4,Commerical,0,0,0,0,2.667,2.667
917,1988,4,Electric Power,0,2.794,0.002,0,1.441,69.419
918,1988,4,Industrial,1.013,0,0,0,163.041,164.054
919,1988,4,Residential,0,0,0,0,0,74.59
920,1988,4,Transportation,0,0,0,0,5.502,5.502
921,1988,5,Commerical,0,0,0,0,2.756,2.756
922,1988,5,Electric Power,0,2.747,0.004,0,1.194,76.41
923,1988,5,Industrial,1.135,0,0,0,168.476,169.611
924,1988,5,Residential,0,0,0,0,0,77.077
925,1988,5,Transportation,0,0,0,0,5.685,5.685
926,1988,6,Commerical,0,0,0,0,2.667,2.667
927,1988,6,Electric Power,0,2.913,0.005,0,1.539,68.715
928,1988,6,Industrial,1.088,0,0,0,163.041,164.129
929,1988,6,Residential,0,0,0,0,0,74.59
930,1988,6,Transportation,0,0,0,0,5.502,5.502
931,1988,7,Commerical,0,0,0,0,2.756,2.756
932,1988,7,Electric Power,0,3.169,0.004,0,1.588,62.436
933,1988,7,Industrial,0.96,0,0,0,168.476,169.436
934,1988,7,Residential,0,0,0,0,0,77.077
935,1988,7,Transportation,0,0,0,0,5.685,5.685
936,1988,8,Commerical,0,0,0,0,2.756,2.756
937,1988,8,Electric Power,0,3.024,0.004,0,1.821,60.967
938,1988,8,Industrial,0.805,0,0,0,168.476,169.281
939,1988,8,Residential,0,0,0,0,0,77.077
940,1988,8,Transportation,0,0,0,0,5.685,5.685
941,1988,9,Commerical,0,0,0,0,2.667,2.667
942,1988,9,Electric Power,0,2.899,0.003,0,1.556,59.972
943,1988,9,Industrial,0.727,0,0,0,163.041,163.769
944,1988,9,Residential,0,0,0,0,0,74.59
945,1988,9,Transportation,0,0,0,0,5.502,5.502
946,1988,10,Commerical,0,0,0,0,2.756,2.756
947,1988,10,Electric Power,0,2.954,0,0,1.523,56.041
948,1988,10,Industrial,0.703,0,0,0,168.476,169.179
949,1988,10,Residential,0,0,0,0,0,77.077
950,1988,10,Transportation,0,0,0,0,5.685,5.685
951,1988,11,Commerical,0,0,0,0,2.667,2.667
952,1988,11,Electric Power,0,2.933,0,0,1.296,67.235
953,1988,11,Industrial,0.756,0,0,0,163.041,163.797
954,1988,11,Residential,0,0,0,0,0,74.59
955,1988,11,Transportation,0,0,0,0,5.502,5.502
956,1988,12,Commerical,0,0,0,0,2.756,2.756
957,1988,12,Electric Power,0,2.898,0,0,1.352,72.193
958,1988,12,Industrial,0.805,0,0,0,168.476,169.281
959,1988,12,Residential,0,0,0,0,0,77.077
960,1988,12,Transportation,0,0,0,0,5.685,5.685
961,1989,1,Commerical,0.018,0.212,0.003,0,7.791,8.023
962,1989,1,Electric Power,0,4.364,0.024,0.497,16.273,93.684
963,1989,1,Industrial,0.733,0.153,0.001,0,158.589,159.475
964,1989,1,Residential,0,0.425,2.794,0,0,81.356
965,1989,1,Transportation,0,0,0,0,5.783,5.783
966,1989,2,Commerical,0.016,0.192,0.003,0,7.121,7.331
967,1989,2,Electric Power,0,3.94,0.025,0.763,15.413,84.661
968,1989,2,Industrial,0.652,0.138,0.001,0,145.594,146.386
969,1989,2,Residential,0,0.384,3.012,0,0,73.971
970,1989,2,Transportation,0,0,0,0,5.223,5.223
971,1989,3,Commerical,0.019,0.212,0.004,0,7.371,7.606
972,1989,3,Electric Power,0,4.648,0.065,0.873,14.219,98.261
973,1989,3,Industrial,0.793,0.153,0.001,0,162.805,163.752
974,1989,3,Residential,0,0.425,4.15,0,0,82.712
975,1989,3,Transportation,0,0,0,0,5.783,5.783
976,1989,4,Commerical,0.02,0.205,0.004,0,7.458,7.689
977,1989,4,Electric Power,0,4.033,0.081,0.812,14.8,103.157
978,1989,4,Industrial,0.844,0.148,0.001,0,148.475,149.467
979,1989,4,Residential,0,0.411,4.574,0,0,80.602
980,1989,4,Transportation,0,0,0,0,5.597,5.597
981,1989,5,Commerical,0.024,0.212,0.005,0,8.33,8.571
982,1989,5,Electric Power,0,4.274,0.053,0.697,16.906,119.122
983,1989,5,Industrial,0.983,0.153,0.001,0,132.079,133.216
