Order Date,Ship Date,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Year,Order Month,Delivery Days
14/5/2015,17/5/2015,First Class,Home Office,Pennsylvania,East,Office Supplies,Envelopes,200.98,7,0.2,62.81,2015,May,3
14/5/2015,17/5/2015,First Class,Home Office,Pennsylvania,East,Office Supplies,Labels,97.70,4,0.2,31.75,2015,May,3
14/5/2015,17/5/2015,First Class,Home Office,Pennsylvania,East,Office Supplies,Art,2.70,1,0.2,0.81,2015,May,3
14/5/2015,17/5/2015,First Class,Home Office,Pennsylvania,East,Office Supplies,Binders,18.59,2,0.7,-13.63,2015,May,3
14/5/2015,17/5/2015,First Class,Home Office,Pennsylvania,East,Office Supplies,Binders,4.90,3,0.7,-3.43,2015,May,3
2/9/2017,8/9/2017,Standard Class,Corporate,Ohio,East,Furniture,Furnishings,15.07,3,0.2,4.14,2017,September,6
4/11/2016,8/11/2016,Second Class,Corporate,Washington,West,Furniture,Furnishings,209.88,3,0,35.68,2016,November,4
9/4/2015,14/4/2015,Standard Class,Consumer,California,West,Furniture,Tables,369.91,3,0.2,-13.87,2015,April,5
12/9/2014,17/9/2014,Standard Class,Corporate,North Carolina,South,Office Supplies,Paper,10.37,2,0.2,3.63,2014,September,5
12/9/2014,17/9/2014,Standard Class,Corporate,North Carolina,South,Office Supplies,Appliances,166.84,5,0.2,18.77,2014,September,5
12/9/2014,17/9/2014,Standard Class,Corporate,North Carolina,South,Technology,Accessories,15.22,1,0.2,2.28,2014,September,5
2/12/2014,4/12/2014,First Class,Consumer,New York,East,Technology,Accessories,119.96,4,0,52.78,2014,December,2
2/12/2014,4/12/2014,First Class,Consumer,New York,East,Furniture,Bookcases,883.92,5,0.2,-110.49,2014,December,2
2/12/2014,4/12/2014,First Class,Consumer,New York,East,Office Supplies,Binders,46.72,8,0.2,15.77,2014,December,2
5/4/2014,7/4/2014,First Class,Home Office,New York,East,Office Supplies,Paper,55.48,1,0,26.63,2014,April,2
3/9/2017,7/9/2017,Standard Class,Consumer,Florida,South,Office Supplies,Envelopes,24.45,4,0.2,8.86,2017,September,4
19/5/2017,24/5/2017,Standard Class,Corporate,New York,East,Office Supplies,Appliances,281.34,6,0,109.72,2017,May,5
19/5/2017,24/5/2017,Standard Class,Corporate,New York,East,Technology,Phones,307.98,2,0,89.31,2017,May,5
19/5/2017,24/5/2017,Standard Class,Corporate,New York,East,Technology,Accessories,299.97,3,0,113.99,2017,May,5
1/7/2014,6/7/2014,Second Class,Corporate,Washington,West,Office Supplies,Binders,19.92,5,0.2,6.97,2014,July,5
11/1/2014,14/1/2014,First Class,Consumer,Delaware,East,Furniture,Furnishings,9.94,2,0,3.08,2014,January,3
24/9/2017,29/9/2017,Standard Class,Consumer,Ohio,East,Furniture,Furnishings,103.06,3,0.2,24.48,2017,September,5
2/6/2014,7/6/2014,Standard Class,Home Office,Utah,West,Office Supplies,Binders,59.81,3,0.2,19.44,2014,June,5
2/6/2014,7/6/2014,Standard Class,Home Office,Utah,West,Furniture,Furnishings,73.32,6,0,22.00,2014,June,5
13/2/2016,18/2/2016,Standard Class,Home Office,California,West,Office Supplies,Paper,146.82,3,0,73.41,2016,February,5
15/12/2016,19/12/2016,Standard Class,Corporate,Michigan,Central,Furniture,Tables,1652.94,3,0,231.41,2016,December,4
15/12/2016,19/12/2016,Standard Class,Corporate,Michigan,Central,Office Supplies,Storage,296.37,3,0,80.02,2016,December,4
7/10/2014,13/10/2014,Standard Class,Home Office,Pennsylvania,East,Furniture,Furnishings,129.92,5,0.2,21.11,2014,October,6
7/7/2016,12/7/2016,Standard Class,Corporate,Florida,South,Office Supplies,Supplies,45.58,7,0.2,5.13,2016,July,5
16/9/2017,20/9/2017,Standard Class,Consumer,Texas,Central,Office Supplies,Envelopes,17.57,2,0.2,6.37,2017,September,4
16/9/2017,20/9/2017,Standard Class,Consumer,Texas,Central,Technology,Phones,55.99,1,0.2,5.60,2017,September,4
3/12/2016,6/12/2016,First Class,Consumer,New York,East,Office Supplies,Paper,182.72,8,0,84.05,2016,December,3
3/12/2016,6/12/2016,First Class,Consumer,New York,East,Furniture,Tables,400.03,2,0.4,-153.35,2016,December,3
3/12/2016,6/12/2016,First Class,Consumer,New York,East,Office Supplies,Storage,33.63,3,0,10.09,2016,December,3
3/12/2016,6/12/2016,First Class,Consumer,New York,East,Furniture,Chairs,542.65,3,0.1,102.50,2016,December,3
3/12/2016,6/12/2016,First Class,Consumer,New York,East,Office Supplies,Labels,6.30,2,0,3.02,2016,December,3
21/1/2017,25/1/2017,Standard Class,Home Office,Washington,West,Office Supplies,Storage,242.94,3,0,9.72,2017,January,4
21/1/2017,25/1/2017,Standard Class,Home Office,Washington,West,Technology,Accessories,179.97,3,0,86.39,2017,January,4
21/1/2017,25/1/2017,Standard Class,Home Office,Washington,West,Office Supplies,Binders,99.70,6,0.2,33.65,2017,January,4
21/1/2017,25/1/2017,Standard Class,Home Office,Washington,West,Office Supplies,Binders,27.94,4,0.2,9.43,2017,January,4
21/1/2017,25/1/2017,Standard Class,Home Office,Washington,West,Furniture,Bookcases,84.98,1,0,18.70,2017,January,4
21/1/2017,25/1/2017,Standard Class,Home Office,Washington,West,Office Supplies,Binders,18.72,5,0.2,6.55,2017,January,4
8/9/2014,12/9/2014,Standard Class,Consumer,California,West,Technology,Accessories,49.98,2,0,8.50,2014,September,4
4/1/2014,8/1/2014,Standard Class,Home Office,Illinois,Central,Office Supplies,Labels,11.78,3,0.2,4.27,2014,January,4
4/1/2014,8/1/2014,Standard Class,Home Office,Illinois,Central,Office Supplies,Storage,272.74,3,0.2,-64.77,2014,January,4
4/1/2014,8/1/2014,Standard Class,Home Office,Illinois,Central,Office Supplies,Binders,3.54,2,0.8,-5.49,2014,January,4
27/8/2016,1/9/2016,Standard Class,Consumer,Texas,Central,Office Supplies,Supplies,51.52,5,0.2,-10.95,2016,August,5
27/8/2016,1/9/2016,Standard Class,Consumer,Texas,Central,Office Supplies,Paper,3.53,1,0.2,1.15,2016,August,5
27/8/2016,1/9/2016,Standard Class,Consumer,Texas,Central,Office Supplies,Paper,4.62,1,0.2,1.68,2016,August,5
27/8/2016,1/9/2016,Standard Class,Consumer,Texas,Central,Office Supplies,Supplies,55.17,4,0.2,6.21,2016,August,5
27/5/2014,27/5/2014,Same Day,Corporate,California,West,Furniture,Tables,567.12,10,0.2,-28.36,2014,May,0
27/5/2014,27/5/2014,Same Day,Corporate,California,West,Office Supplies,Storage,359.32,4,0,7.19,2014,May,0
20/3/2016,22/3/2016,Second Class,Consumer,Illinois,Central,Technology,Phones,11.99,1,0.2,0.90,2016,March,2
2/10/2017,6/10/2017,Standard Class,Consumer,Michigan,Central,Office Supplies,Binders,58.05,3,0,26.70,2017,October,4
2/10/2017,6/10/2017,Standard Class,Consumer,Michigan,Central,Furniture,Furnishings,157.74,11,0,56.79,2017,October,4
2/10/2017,6/10/2017,Standard Class,Consumer,Michigan,Central,Office Supplies,Art,56.98,7,0,22.79,2017,October,4
2/10/2017,6/10/2017,Standard Class,Consumer,Michigan,Central,Office Supplies,Binders,2.88,1,0,1.41,2017,October,4
7/4/2016,9/4/2016,First Class,Corporate,California,West,Technology,Copiers,1199.98,3,0.2,374.99,2016,April,2
7/12/2015,12/12/2015,Standard Class,Consumer,California,West,Furniture,Furnishings,79.92,4,0,28.77,2015,December,5
18/9/2016,22/9/2016,Standard Class,Corporate,Florida,South,Furniture,Tables,383.44,4,0.45,-167.32,2016,September,4
29/12/2014,2/1/2015,Standard Class,Consumer,Minnesota,Central,Office Supplies,Storage,24.56,2,0,6.88,2014,December,4
29/12/2014,2/1/2015,Standard Class,Consumer,Minnesota,Central,Technology,Accessories,119.80,4,0,47.92,2014,December,4
23/7/2017,28/7/2017,Standard Class,Corporate,New York,East,Office Supplies,Binders,13.13,3,0.2,4.27,2017,July,5
18/9/2017,22/9/2017,Standard Class,Corporate,Wisconsin,Central,Office Supplies,Paper,22.72,4,0,10.22,2017,September,4
31/8/2015,5/9/2015,Standard Class,Consumer,California,West,Office Supplies,Paper,58.32,9,0,27.99,2015,August,5
3/11/2017,7/11/2017,Standard Class,Corporate,Georgia,South,Office Supplies,Labels,12.39,3,0,5.70,2017,November,4
8/2/2015,13/2/2015,Standard Class,Consumer,Ohio,East,Technology,Phones,107.98,3,0.4,-27.00,2015,February,5
13/1/2014,15/1/2014,Second Class,Corporate,Louisiana,South,Office Supplies,Envelopes,11.36,2,0,5.34,2014,January,2
13/1/2014,15/1/2014,Second Class,Corporate,Louisiana,South,Office Supplies,Envelopes,50.94,3,0,25.47,2014,January,2
13/1/2014,15/1/2014,Second Class,Corporate,Louisiana,South,Technology,Accessories,646.74,6,0,258.70,2014,January,2
13/1/2014,15/1/2014,Second Class,Corporate,Louisiana,South,Office Supplies,Binders,5.64,3,0,2.71,2014,January,2
13/1/2014,15/1/2014,Second Class,Corporate,Louisiana,South,Office Supplies,Storage,572.58,6,0,34.35,2014,January,2
14/5/2014,20/5/2014,Standard Class,Corporate,Florida,South,Furniture,Furnishings,310.88,2,0.2,23.32,2014,May,6
19/5/2016,24/5/2016,Standard Class,Consumer,Virginia,South,Furniture,Chairs,641.96,2,0,179.75,2016,May,5
30/1/2017,5/2/2017,Standard Class,Corporate,Iowa,Central,Office Supplies,Binders,18.28,2,0,9.14,2017,January,6
30/1/2017,5/2/2017,Standard Class,Corporate,Iowa,Central,Technology,Phones,207.00,3,0,51.75,2017,January,6
30/1/2017,5/2/2017,Standard Class,Corporate,Iowa,Central,Office Supplies,Binders,32.35,5,0,16.18,2017,January,6
30/1/2017,5/2/2017,Standard Class,Corporate,Iowa,Central,Office Supplies,Binders,7.71,1,0,3.47,2017,January,6
30/1/2017,5/2/2017,Standard Class,Corporate,Iowa,Central,Office Supplies,Art,40.30,2,0,10.88,2017,January,6
30/1/2017,5/2/2017,Standard Class,Corporate,Iowa,Central,Furniture,Furnishings,34.58,7,0,14.52,2017,January,6
29/6/2014,6/7/2014,Standard Class,Consumer,Ohio,East,Office Supplies,Art,32.76,7,0.2,3.69,2014,June,7
21/8/2015,23/8/2015,First Class,Home Office,California,West,Furniture,Chairs,544.01,3,0.2,40.80,2015,August,2
21/8/2015,23/8/2015,First Class,Home Office,California,West,Office Supplies,Paper,59.94,3,0,28.17,2015,August,2
21/8/2015,23/8/2015,First Class,Home Office,California,West,Office Supplies,Paper,23.92,4,0,11.72,2015,August,2
21/8/2015,23/8/2015,First Class,Home Office,California,West,Office Supplies,Paper,4.28,1,0,1.93,2015,August,2
3/10/2015,6/10/2015,Second Class,Consumer,Ohio,East,Office Supplies,Binders,32.07,5,0.7,-22.45,2015,October,3
3/10/2015,6/10/2015,Second Class,Consumer,Ohio,East,Technology,Accessories,24.00,2,0.2,-2.70,2015,October,3
3/10/2015,6/10/2015,Second Class,Consumer,Ohio,East,Furniture,Bookcases,35.49,1,0.5,-15.62,2015,October,3
3/10/2015,6/10/2015,Second Class,Consumer,Ohio,East,Technology,Accessories,47.98,2,0.2,0.60,2015,October,3
23/5/2015,28/5/2015,Standard Class,Corporate,South Carolina,South,Office Supplies,Envelopes,186.69,3,0,87.74,2015,May,5
17/3/2017,21/3/2017,Second Class,Consumer,California,West,Office Supplies,Binders,17.46,2,0.2,5.89,2017,March,4
12/12/2015,16/12/2015,Standard Class,Consumer,California,West,Furniture,Chairs,348.93,2,0.2,34.89,2015,December,4
26/6/2015,30/6/2015,Standard Class,Consumer,Virginia,South,Office Supplies,Binders,143.96,4,0,69.10,2015,June,4
26/6/2015,30/6/2015,Standard Class,Consumer,Virginia,South,Office Supplies,Storage,15.42,1,0,4.16,2015,June,4
26/6/2015,30/6/2015,Standard Class,Consumer,Virginia,South,Office Supplies,Binders,43.04,8,0,21.09,2015,June,4
26/6/2015,30/6/2015,Standard Class,Consumer,Virginia,South,Furniture,Chairs,332.94,3,0,79.91,2015,June,4
20/5/2016,20/5/2016,Same Day,Consumer,North Carolina,South,Technology,Phones,1363.96,5,0.2,85.25,2016,May,0
20/9/2014,26/9/2014,Standard Class,Consumer,California,West,Office Supplies,Labels,9.96,2,0,4.58,2014,September,6
20/9/2014,26/9/2014,Standard Class,Consumer,California,West,Office Supplies,Paper,21.72,4,0,10.64,2014,September,6
21/9/2017,26/9/2017,Standard Class,Consumer,Minnesota,Central,Office Supplies,Binders,20.16,7,0,9.88,2017,September,5
24/12/2015,26/12/2015,First Class,Corporate,New York,East,Office Supplies,Paper,132.79,7,0,63.74,2015,December,2
24/12/2015,26/12/2015,First Class,Corporate,New York,East,Office Supplies,Paper,12.96,2,0,6.22,2015,December,2
24/12/2015,26/12/2015,First Class,Corporate,New York,East,Office Supplies,Labels,21.56,7,0,10.35,2015,December,2
27/11/2015,3/12/2015,Standard Class,Consumer,California,West,Furniture,Chairs,283.92,5,0.2,17.75,2015,November,6
20/2/2017,23/2/2017,First Class,Corporate,California,West,Furniture,Furnishings,22.23,1,0,7.34,2017,February,3
20/2/2017,23/2/2017,First Class,Corporate,California,West,Technology,Phones,215.97,2,0.2,18.90,2017,February,3
18/8/2016,23/8/2016,Second Class,Corporate,New York,East,Office Supplies,Appliances,355.32,9,0,99.49,2016,August,5
12/3/2016,17/3/2016,Standard Class,Corporate,Louisiana,South,Office Supplies,Paper,12.96,2,0,6.22,2016,March,5
22/4/2017,24/4/2017,First Class,Consumer,California,West,Furniture,Furnishings,18.28,2,0,6.22,2017,April,2
1/11/2014,7/11/2014,Standard Class,Consumer,Colorado,West,Office Supplies,Art,43.18,3,0.2,4.32,2014,November,6
1/11/2014,7/11/2014,Standard Class,Consumer,Colorado,West,Technology,Phones,1983.97,4,0.2,248.00,2014,November,6
3/2/2015,5/2/2015,First Class,Consumer,Nebraska,Central,Furniture,Furnishings,28.40,2,0,11.08,2015,February,2
3/2/2015,5/2/2015,First Class,Consumer,Nebraska,Central,Technology,Accessories,149.97,3,0,50.99,2015,February,2
13/10/2014,15/10/2014,First Class,Consumer,Washington,West,Office Supplies,Art,11.52,4,0,3.23,2014,October,2
13/10/2014,15/10/2014,First Class,Consumer,Washington,West,Furniture,Tables,1298.55,5,0,311.65,2014,October,2
13/10/2014,15/10/2014,First Class,Consumer,Washington,West,Office Supplies,Appliances,213.92,4,0,62.04,2014,October,2
13/10/2014,15/10/2014,First Class,Consumer,Washington,West,Technology,Accessories,25.78,2,0,2.58,2014,October,2
14/5/2017,14/5/2017,Same Day,Consumer,California,West,Furniture,Furnishings,18.28,2,0,6.22,2017,May,0
14/5/2017,14/5/2017,Same Day,Consumer,California,West,Technology,Accessories,1399.93,7,0,601.97,2017,May,0
20/3/2015,23/3/2015,First Class,Corporate,Wisconsin,Central,Office Supplies,Paper,51.84,8,0,24.88,2015,March,3
15/9/2016,19/9/2016,Standard Class,Consumer,Pennsylvania,East,Office Supplies,Paper,5.34,1,0.2,1.87,2016,September,4
28/6/2014,2/7/2014,Standard Class,Consumer,Pennsylvania,East,Office Supplies,Paper,41.47,8,0.2,14.52,2014,June,4
28/6/2014,2/7/2014,Standard Class,Consumer,Pennsylvania,East,Office Supplies,Binders,3.17,3,0.7,-2.43,2014,June,4
28/6/2014,2/7/2014,Standard Class,Consumer,Pennsylvania,East,Furniture,Chairs,1228.47,5,0.3,0.00,2014,June,4
28/6/2014,2/7/2014,Standard Class,Consumer,Pennsylvania,East,Office Supplies,Binders,31.09,3,0.7,-22.80,2014,June,4
28/6/2014,2/7/2014,Standard Class,Consumer,Pennsylvania,East,Office Supplies,Paper,335.52,4,0.2,117.43,2014,June,4
20/6/2017,27/6/2017,Standard Class,Consumer,New Jersey,East,Technology,Accessories,239.97,3,0,71.99,2017,June,7
20/6/2017,27/6/2017,Standard Class,Consumer,New Jersey,East,Office Supplies,Labels,9.82,2,0,4.81,2017,June,7
9/5/2014,15/5/2014,Standard Class,Consumer,California,West,Technology,Accessories,67.80,4,0,4.07,2014,May,6
9/5/2014,15/5/2014,Standard Class,Consumer,California,West,Technology,Accessories,167.97,3,0,40.31,2014,May,6
21/8/2017,28/8/2017,Standard Class,Consumer,Minnesota,Central,Office Supplies,Fasteners,35.00,7,0,16.80,2017,August,7
21/8/2017,28/8/2017,Standard Class,Consumer,Minnesota,Central,Office Supplies,Supplies,37.24,4,0,10.80,2017,August,7
21/8/2017,28/8/2017,Standard Class,Consumer,Minnesota,Central,Office Supplies,Envelopes,15.28,2,0,7.49,2017,August,7
16/6/2017,21/6/2017,Second Class,Consumer,Kentucky,South,Furniture,Chairs,301.96,2,0,90.59,2017,June,5
16/6/2017,21/6/2017,Second Class,Consumer,Kentucky,South,Office Supplies,Appliances,180.66,3,0,50.58,2017,June,5
16/6/2017,21/6/2017,Second Class,Consumer,Kentucky,South,Technology,Phones,191.98,2,0,51.83,2017,June,5
16/6/2017,21/6/2017,Second Class,Consumer,Kentucky,South,Technology,Phones,65.99,1,0,17.16,2017,June,5
23/7/2016,27/7/2016,Standard Class,Corporate,Florida,South,Office Supplies,Art,35.22,2,0.2,2.64,2016,July,4
23/7/2016,27/7/2016,Standard Class,Corporate,Florida,South,Office Supplies,Appliances,23.70,2,0.2,6.52,2016,July,4
23/7/2016,27/7/2016,Standard Class,Corporate,Florida,South,Technology,Machines,265.48,1,0.5,-111.50,2016,July,4
8/9/2014,13/9/2014,Second Class,Consumer,Texas,Central,Office Supplies,Binders,51.18,4,0.8,-79.34,2014,September,5
4/11/2017,11/11/2017,Standard Class,Home Office,Tennessee,South,Office Supplies,Paper,9.66,2,0.2,3.26,2017,November,7
7/3/2016,12/3/2016,Standard Class,Corporate,Texas,Central,Technology,Phones,21.07,3,0.2,1.58,2016,March,5
20/11/2015,25/11/2015,Standard Class,Corporate,New York,East,Office Supplies,Art,60.45,3,0,16.32,2015,November,5
20/11/2015,25/11/2015,Standard Class,Corporate,New York,East,Office Supplies,Art,11.52,4,0,3.34,2015,November,5
20/11/2015,25/11/2015,Standard Class,Corporate,New York,East,Furniture,Bookcases,186.05,4,0.2,9.30,2015,November,5
7/11/2016,9/11/2016,First Class,Corporate,California,West,Office Supplies,Binders,37.44,4,0.2,11.70,2016,November,2
7/11/2016,9/11/2016,First Class,Corporate,California,West,Office Supplies,Binders,26.98,4,0.2,8.77,2016,November,2
7/11/2016,9/11/2016,First Class,Corporate,California,West,Office Supplies,Supplies,11.36,2,0,3.29,2016,November,2
7/11/2016,9/11/2016,First Class,Corporate,California,West,Office Supplies,Labels,14.62,2,0,6.87,2016,November,2
13/10/2015,17/10/2015,Standard Class,Consumer,Kentucky,South,Technology,Phones,83.72,7,0,23.44,2015,October,4
13/10/2015,17/10/2015,Standard Class,Consumer,Kentucky,South,Furniture,Chairs,287.94,3,0,77.74,2015,October,4
1/1/2017,6/1/2017,Standard Class,Consumer,Ohio,East,Furniture,Furnishings,48.90,4,0.2,8.56,2017,January,5
7/2/2014,12/2/2014,Standard Class,Corporate,New Jersey,East,Technology,Accessories,115.36,7,0,49.60,2014,February,5
20/6/2016,25/6/2016,Second Class,Corporate,California,West,Office Supplies,Art,5.16,2,0,1.34,2016,June,5
20/6/2016,25/6/2016,Second Class,Corporate,California,West,Office Supplies,Paper,38.88,6,0,18.66,2016,June,5
28/5/2016,4/6/2016,Standard Class,Consumer,Mississippi,South,Office Supplies,Art,185.88,6,0,50.19,2016,May,7
19/2/2016,24/2/2016,Standard Class,Consumer,New York,East,Furniture,Furnishings,44.46,2,0,14.67,2016,February,5
19/2/2016,24/2/2016,Standard Class,Consumer,New York,East,Office Supplies,Storage,242.94,3,0,9.72,2016,February,5
3/8/2014,8/8/2014,Standard Class,Consumer,New York,East,Office Supplies,Paper,39.96,2,0,18.78,2014,August,5
3/8/2014,8/8/2014,Standard Class,Consumer,New York,East,Office Supplies,Supplies,102.30,10,0,26.60,2014,August,5
3/8/2014,8/8/2014,Standard Class,Consumer,New York,East,Office Supplies,Storage,21.36,2,0,5.77,2014,August,5
10/4/2017,15/4/2017,Standard Class,Home Office,New Jersey,East,Office Supplies,Paper,7.61,1,0,3.58,2017,April,5
10/4/2017,15/4/2017,Standard Class,Home Office,New Jersey,East,Office Supplies,Fasteners,7.16,2,0,3.58,2017,April,5
9/6/2014,16/6/2014,Standard Class,Consumer,California,West,Office Supplies,Supplies,7.36,2,0,0.15,2014,June,7
9/6/2014,16/6/2014,Standard Class,Consumer,California,West,Office Supplies,Art,23.10,2,0,10.63,2014,June,7
5/1/2016,7/1/2016,Second Class,Corporate,Florida,South,Technology,Accessories,191.47,6,0.2,40.69,2016,January,2
5/1/2016,7/1/2016,Second Class,Corporate,Florida,South,Office Supplies,Art,5.25,2,0.2,0.59,2016,January,2
5/1/2016,7/1/2016,Second Class,Corporate,Florida,South,Technology,Phones,59.18,2,0.2,5.18,2016,January,2
10/1/2014,15/1/2014,Standard Class,Corporate,Virginia,South,Office Supplies,Labels,2.89,1,0,1.36,2014,January,5
10/1/2014,15/1/2014,Standard Class,Corporate,Virginia,South,Furniture,Furnishings,51.94,1,0,21.30,2014,January,5
29/9/2016,2/10/2016,First Class,Corporate,Pennsylvania,East,Office Supplies,Labels,15.94,4,0.2,5.18,2016,September,3
6/4/2014,10/4/2014,Standard Class,Corporate,Pennsylvania,East,Office Supplies,Binders,44.91,6,0.7,-35.93,2014,April,4
3/9/2016,5/9/2016,First Class,Home Office,Pennsylvania,East,Office Supplies,Binders,1141.47,5,0.7,-760.98,2016,September,2
3/9/2016,5/9/2016,First Class,Home Office,Pennsylvania,East,Technology,Phones,280.78,3,0.4,-46.80,2016,September,2
19/10/2015,20/10/2015,First Class,Consumer,New Hampshire,East,Office Supplies,Paper,34.44,3,0,17.22,2015,October,1
10/12/2014,15/12/2014,Standard Class,Consumer,New York,East,Office Supplies,Paper,11.36,2,0,5.23,2014,December,5
10/12/2014,15/12/2014,Standard Class,Consumer,New York,East,Office Supplies,Binders,106.34,7,0.2,37.22,2014,December,5
25/8/2017,29/8/2017,Standard Class,Consumer,North Carolina,South,Office Supplies,Paper,192.16,5,0.2,67.26,2017,August,4
17/1/2016,21/1/2016,Standard Class,Home Office,New Hampshire,East,Furniture,Furnishings,322.59,3,0,64.52,2016,January,4
17/1/2016,21/1/2016,Standard Class,Home Office,New Hampshire,East,Technology,Accessories,29.99,1,0,13.20,2016,January,4
17/1/2016,21/1/2016,Standard Class,Home Office,New Hampshire,East,Technology,Accessories,371.97,3,0,66.95,2016,January,4
17/9/2014,21/9/2014,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Binders,5.89,4,0.7,-4.12,2014,September,4
30/11/2017,2/12/2017,Second Class,Home Office,New York,East,Office Supplies,Binders,68.47,3,0.2,23.11,2017,November,2
30/11/2017,2/12/2017,Second Class,Home Office,New York,East,Furniture,Chairs,1242.90,5,0.1,262.39,2017,November,2
9/10/2015,13/10/2015,Standard Class,Consumer,Virginia,South,Office Supplies,Storage,30.84,2,0,8.33,2015,October,4
23/12/2017,23/12/2017,Same Day,Consumer,California,West,Office Supplies,Art,13.48,4,0,5.93,2017,December,0
22/10/2016,24/10/2016,First Class,Home Office,Michigan,Central,Furniture,Furnishings,31.40,5,0,10.05,2016,October,2
29/4/2014,4/5/2014,Standard Class,Consumer,New York,East,Furniture,Furnishings,17.46,2,0,5.94,2014,April,5
25/4/2015,28/4/2015,Second Class,Corporate,California,West,Office Supplies,Binders,13.94,3,0.2,4.53,2015,April,3
26/6/2017,2/7/2017,Standard Class,Consumer,California,West,Office Supplies,Storage,83.76,12,0,1.68,2017,June,6
14/10/2017,19/10/2017,Standard Class,Home Office,Maryland,East,Office Supplies,Binders,37.66,7,0,18.45,2017,October,5
9/12/2014,16/12/2014,Standard Class,Corporate,California,West,Office Supplies,Paper,34.68,6,0,16.99,2014,December,7
20/6/2017,26/6/2017,Standard Class,Consumer,New York,East,Technology,Accessories,149.95,5,0,15.00,2017,June,6
20/6/2017,26/6/2017,Standard Class,Consumer,New York,East,Office Supplies,Binders,51.31,3,0.2,18.60,2017,June,6
26/6/2017,27/6/2017,First Class,Home Office,Michigan,Central,Office Supplies,Paper,4.54,1,0,2.04,2017,June,1
26/6/2017,27/6/2017,First Class,Home Office,Michigan,Central,Office Supplies,Art,15.92,4,0,5.41,2017,June,1
26/6/2017,27/6/2017,First Class,Home Office,Michigan,Central,Technology,Phones,543.92,8,0,135.98,2017,June,1
10/11/2016,12/11/2016,First Class,Corporate,California,West,Office Supplies,Storage,155.82,7,0,42.07,2016,November,2
10/11/2016,12/11/2016,First Class,Corporate,California,West,Office Supplies,Binders,70.01,3,0.2,24.50,2016,November,2
3/10/2016,6/10/2016,Second Class,Consumer,Texas,Central,Office Supplies,Envelopes,15.65,2,0.2,5.09,2016,October,3
9/9/2014,15/9/2014,Standard Class,Consumer,Michigan,Central,Office Supplies,Labels,103.60,7,0,51.80,2014,September,6
29/10/2017,31/10/2017,Second Class,Corporate,New York,East,Office Supplies,Paper,46.96,8,0,22.54,2017,October,2
10/4/2016,12/4/2016,First Class,Corporate,Ohio,East,Office Supplies,Binders,8.90,2,0.7,-6.53,2016,April,2
11/11/2017,13/11/2017,First Class,Consumer,Texas,Central,Office Supplies,Labels,10.44,5,0.2,3.39,2017,November,2
11/11/2017,13/11/2017,First Class,Consumer,Texas,Central,Office Supplies,Binders,18.34,4,0.8,-32.09,2017,November,2
15/9/2017,17/9/2017,First Class,Consumer,Illinois,Central,Technology,Phones,323.98,3,0.2,20.25,2017,September,2
8/4/2016,12/4/2016,Standard Class,Consumer,California,West,Office Supplies,Paper,20.04,3,0,9.62,2016,April,4
8/4/2016,12/4/2016,Standard Class,Consumer,California,West,Office Supplies,Storage,64.96,2,0,2.60,2016,April,4
8/4/2016,12/4/2016,Standard Class,Consumer,California,West,Office Supplies,Paper,12.96,2,0,6.22,2016,April,4
30/12/2017,3/1/2018,Standard Class,Consumer,New York,East,Furniture,Bookcases,323.14,4,0.2,12.12,2017,December,4
30/12/2017,3/1/2018,Standard Class,Consumer,New York,East,Technology,Phones,90.93,7,0,2.73,2017,December,4
30/12/2017,3/1/2018,Standard Class,Consumer,New York,East,Office Supplies,Binders,52.78,3,0.2,19.79,2017,December,4
2/9/2017,7/9/2017,Standard Class,Home Office,Michigan,Central,Technology,Phones,1199.80,4,0,323.95,2017,September,5
2/9/2017,7/9/2017,Standard Class,Home Office,Michigan,Central,Technology,Accessories,1928.78,7,0,829.38,2017,September,5
2/9/2017,7/9/2017,Standard Class,Home Office,Michigan,Central,Office Supplies,Storage,352.38,2,0,81.05,2017,September,5
31/5/2015,7/6/2015,Standard Class,Home Office,Connecticut,East,Furniture,Furnishings,22.20,6,0,9.10,2015,May,7
27/11/2017,29/11/2017,First Class,Corporate,Wisconsin,Central,Furniture,Furnishings,46.94,1,0,19.25,2017,November,2
27/11/2017,29/11/2017,First Class,Corporate,Wisconsin,Central,Technology,Accessories,143.73,9,0,56.05,2017,November,2
15/6/2014,21/6/2014,Standard Class,Corporate,Texas,Central,Furniture,Tables,99.92,2,0.3,-18.56,2014,June,6
15/6/2014,21/6/2014,Standard Class,Corporate,Texas,Central,Furniture,Chairs,797.94,4,0.3,-57.00,2014,June,6
15/6/2014,21/6/2014,Standard Class,Corporate,Texas,Central,Office Supplies,Binders,8.57,3,0.8,-14.57,2014,June,6
5/3/2016,11/3/2016,Standard Class,Corporate,Texas,Central,Office Supplies,Envelopes,149.35,3,0.2,50.41,2016,March,6
5/3/2016,11/3/2016,Standard Class,Corporate,Texas,Central,Office Supplies,Storage,12.99,1,0.2,-0.81,2016,March,6
5/12/2014,12/12/2014,Standard Class,Consumer,Virginia,South,Office Supplies,Storage,24.56,2,0,6.88,2014,December,7
11/4/2015,15/4/2015,Standard Class,Consumer,New York,East,Technology,Accessories,85.14,3,0,34.91,2015,April,4
