"year","month","sector","geothermalEnergy","solarEnergy","windEnergy","total_biomassEnergy","total_hydroelectricPower","total_biofuels","total_renewableEnergy"
"1986","10","Residential","0","0","0","78.137","0","0","78.137"
"1986","10","Transportation","0","0","0","4.878","0","0","4.878"
"1986","11","Commerical","0","0","0","2.257","0","0","2.257"
"1986","11","Electric Power","2.291","0.003","0","1.139","78.999","0","82.432"
"1986","11","Industrial","0","0","0","157.390","0.756","0","158.146"
"1986","11","Residential","0","0","0","75.616","0","0","75.616"
"1986","11","Transportation","0","0","0","4.721","0","0","4.721"
"1986","12","Commerical","0","0","0","2.332","0","0","2.332"
"1986","12","Electric Power","3.038","0.001","0","1.369","88.592","0","93.000"
"1986","12","Industrial","0","0","0","162.635","0.805","0","163.440"
"1986","12","Residential","0","0","0","78.137","0","0","78.137"
"1986","12","Transportation","0","0","0","4.878","0","0","4.878"
"1987","1","Commerical","0","0","0","2.509","0","0","2.509"
"1987","1","Electric Power","3.051","0","0","1.275","86.707","0","91.033"
"1987","1","Industrial","0","0","0","162.548","0.995","0","163.543"
"1987","1","Residential","0","0","0","72.192","0","0","72.192"
"1987","1","Transportation","0","0","0","5.612","0","0","5.612"
"1987","2","Commerical","0","0","0","2.267","0","0","2.267"
"1987","2","Electric Power","2.829","0.002","0","1.152","72.423","0","76.406"
"1987","2","Industrial","0","0","0","146.818","0.841","0","147.659"
"1987","2","Residential","0","0","0","65.205","0","0","65.205"
"1987","2","Transportation","0","0","0","5.068","0","0","5.068"
"1987","3","Commerical","0","0","0","2.509","0","0","2.509"
"1987","3","Electric Power","3.102","0.003","0","1.296","79.322","0","83.723"
"1987","3","Industrial","0","0","0","162.548","0.957","0","163.505"
"1987","3","Residential","0","0","0","72.192","0","0","72.192"
"1987","3","Transportation","0","0","0","5.612","0","0","5.612"
"1987","4","Commerical","0","0","0","2.429","0","0","2.429"
"1987","4","Electric Power","2.924","0.004","0","1.112","75.15","0","79.190"
"1987","4","Industrial","0","0","0","157.305","1.013","0","158.318"
"1987","4","Residential","0","0","0","69.863","0","0","69.863"
"1987","4","Transportation","0","0","0","5.431","0","0","5.431"
"1987","5","Commerical","0","0","0","2.509","0","0","2.509"
"1987","5","Electric Power","3.072","0.004","0.001","1.145","82.577","0","86.799"
"1987","5","Industrial","0","0","0","162.548","1.135","0","163.683"
"1987","5","Residential","0","0","0","72.192","0","0","72.192"
"1987","5","Transportation","0","0","0","5.612","0","0","5.612"
"1987","6","Commerical","0","0","0","2.429","0","0","2.429"
"1987","6","Electric Power","3.155","0.006","0.003","1.494","71.183","0","75.841"
"1987","6","Industrial","0","0","0","157.305","1.088","0","158.393"
"1987","6","Residential","0","0","0","69.863","0","0","69.863"
"1987","6","Transportation","0","0","0","5.431","0","0","5.431"
"1987","7","Commerical","0","0","0","2.509","0","0","2.509"
"1987","7","Electric Power","3.262","0.006","0.004","1.498","68.904","0","73.674"
"1987","7","Industrial","0","0","0","162.548","0.96","0","163.508"
"1987","7","Residential","0","0","0","72.192","0","0","72.192"
"1987","7","Transportation","0","0","0","5.612","0","0","5.612"
"1987","8","Commerical","0","0","0","2.509","0","0","2.509"
"1987","8","Electric Power","3.25","0.004","0.001","1.535","62.939","0","67.729"
"1987","8","Industrial","0","0","0","162.548","0.805","0","163.353"
"1987","8","Residential","0","0","0","72.192","0","0","72.192"
"1987","8","Transportation","0","0","0","5.612","0","0","5.612"
"1987","9","Commerical","0","0","0","2.429","0","0","2.429"
"1987","9","Electric Power","3.032","0.003","0.001","1.271","62.029","0","66.336"
"1987","9","Industrial","0","0","0","157.305","0.727","0","158.032"
"1987","9","Residential","0","0","0","69.863","0","0","69.863"
"1987","9","Transportation","0","0","0","5.431","0","0","5.431"
"1987","10","Commerical","0","0","0","2.509","0","0","2.509"
"1987","10","Electric Power","3.07","0.002","0","1.197","61.261","0","65.530"
"1987","10","Industrial","0","0","0","162.548","0.703","0","163.251"
"1987","10","Residential","0","0","0","72.192","0","0","72.192"
"1987","10","Transportation","0","0","0","5.612","0","0","5.612"
"1987","11","Commerical","0","0","0","2.429","0","0","2.429"
"1987","11","Electric Power","2.968","0.001","0","1.171","57.517","0","61.657"
"1987","11","Industrial","0","0","0","157.305","0.756","0","158.061"
"1987","11","Residential","0","0","0","69.863","0","0","69.863"
"1987","11","Transportation","0","0","0","5.431","0","0","5.431"
"1987","12","Commerical","0","0","0","2.509","0","0","2.509"
"1987","12","Electric Power","3.049","0.001","0.001","1.243","71.948","0","76.242"
"1987","12","Industrial","0","0","0","162.548","0.805","0","163.353"
"1987","12","Residential","0","0","0","72.192","0","0","72.192"
"1987","12","Transportation","0","0","0","5.612","0","0","5.612"
"1988","1","Commerical","0","0","0","2.755","0","0","2.755"
"1988","1","Electric Power","3.078","0.002","0.002","1.338","75.176","0","79.596"
"1988","1","Industrial","0","0","0","168.476","0.995","0","169.471"
"1988","1","Residential","0","0","0","77.077","0","0","77.077"
"1988","1","Transportation","0","0","0","5.685","0","0","5.685"
"1988","2","Commerical","0","0","0","2.579","0","0","2.579"
"1988","2","Electric Power","2.648","0.003","0","1.246","65.188","0","69.085"
"1988","2","Industrial","0","0","0","157.606","0.841","0","158.447"
"1988","2","Residential","0","0","0","72.104","0","0","72.104"
"1988","2","Transportation","0","0","0","5.319","0","0","5.319"
"1988","3","Commerical","0","0","0","2.755","0","0","2.755"
"1988","3","Electric Power","3.087","0.004","0","1.391","66.582","0","71.064"
"1988","3","Industrial","0","0","0","168.476","0.957","0","169.433"
"1988","3","Residential","0","0","0","77.077","0","0","77.077"
"1988","3","Transportation","0","0","0","5.685","0","0","5.685"
"1988","4","Commerical","0","0","0","2.667","0","0","2.667"
"1988","4","Electric Power","2.794","0.002","0","1.440","65.183","0","69.419"
"1988","4","Industrial","0","0","0","163.042","1.013","0","164.055"
"1988","4","Residential","0","0","0","74.590","0","0","74.590"
"1988","4","Transportation","0","0","0","5.502","0","0","5.502"
"1988","5","Commerical","0","0","0","2.755","0","0","2.755"
"1988","5","Electric Power","2.747","0.004","0","1.193","72.465","0","76.409"
"1988","5","Industrial","0","0","0","168.476","1.135","0","169.611"
"1988","5","Residential","0","0","0","77.077","0","0","77.077"
"1988","5","Transportation","0","0","0","5.685","0","0","5.685"
"1988","6","Commerical","0","0","0","2.667","0","0","2.667"
"1988","6","Electric Power","2.913","0.005","0","1.540","64.258","0","68.716"
"1988","6","Industrial","0","0","0","163.042","1.088","0","164.130"
"1988","6","Residential","0","0","0","74.590","0","0","74.590"
"1988","6","Transportation","0","0","0","5.502","0","0","5.502"
"1988","7","Commerical","0","0","0","2.755","0","0","2.755"
"1988","7","Electric Power","3.169","0.004","0","1.589","57.675","0","62.437"
"1988","7","Industrial","0","0","0","168.476","0.96","0","169.436"
"1988","7","Residential","0","0","0","77.077","0","0","77.077"
"1988","7","Transportation","0","0","0","5.685","0","0","5.685"
"1988","8","Commerical","0","0","0","2.755","0","0","2.755"
"1988","8","Electric Power","3.024","0.004","0","1.821","56.118","0","60.967"
"1988","8","Industrial","0","0","0","168.476","0.805","0","169.281"
"1988","8","Residential","0","0","0","77.077","0","0","77.077"
"1988","8","Transportation","0","0","0","5.685","0","0","5.685"
"1988","9","Commerical","0","0","0","2.667","0","0","2.667"
"1988","9","Electric Power","2.899","0.003","0","1.556","55.514","0","59.972"
"1988","9","Industrial","0","0","0","163.042","0.727","0","163.769"
"1988","9","Residential","0","0","0","74.590","0","0","74.590"
"1988","9","Transportation","0","0","0","5.502","0","0","5.502"
"1988","10","Commerical","0","0","0","2.755","0","0","2.755"
"1988","10","Electric Power","2.954","0","0","1.524","51.563","0","56.041"
"1988","10","Industrial","0","0","0","168.476","0.703","0","169.179"
"1988","10","Residential","0","0","0","77.077","0","0","77.077"
"1988","10","Transportation","0","0","0","5.685","0","0","5.685"
"1988","11","Commerical","0","0","0","2.667","0","0","2.667"
"1988","11","Electric Power","2.933","0","0","1.296","63.007","0","67.236"
"1988","11","Industrial","0","0","0","163.042","0.756","0","163.798"
"1988","11","Residential","0","0","0","74.590","0","0","74.590"
"1988","11","Transportation","0","0","0","5.502","0","0","5.502"
"1988","12","Commerical","0","0","0","2.755","0","0","2.755"
"1988","12","Electric Power","2.898","0","0","1.351","67.943","0","72.192"
"1988","12","Industrial","0","0","0","168.476","0.805","0","169.281"
"1988","12","Residential","0","0","0","77.077","0","0","77.077"
"1988","12","Transportation","0","0","0","5.685","0","0","5.685"
"1989","1","Commerical","0.212","0.003","0","7.791","0.018","0","8.024"
"1989","1","Electric Power","4.364","0.024","0.497","16.273","72.526","0","93.684"
"1989","1","Industrial","0.153","0.001","0","158.589","0.733","0","159.476"
"1989","1","Residential","0.425","2.794","0","78.137","0","0","81.356"
"1989","1","Transportation","0","0","0","5.783","0","0","5.783"
"1989","2","Commerical","0.192","0.003","0","7.121","0.016","0","7.332"
"1989","2","Electric Power","3.94","0.025","0.763","15.413","64.52","0","84.661"
"1989","2","Industrial","0.138","0.001","0","145.595","0.652","0","146.386"
"1989","2","Residential","0.384","3.012","0","70.575","0","0","73.971"
"1989","2","Transportation","0","0","0","5.223","0","0","5.223"
"1989","3","Commerical","0.212","0.004","0","7.371","0.019","0","7.606"
"1989","3","Electric Power","4.648","0.065","0.873","14.219","78.456","0","98.261"
"1989","3","Industrial","0.153","0.001","0","162.806","0.793","0","163.753"
"1989","3","Residential","0.425","4.15","0","78.137","0","0","82.712"
"1989","3","Transportation","0","0","0","5.783","0","0","5.783"
"1989","4","Commerical","0.205","0.004","0","7.458","0.02","0","7.687"
"1989","4","Electric Power","4.033","0.081","0.812","14.800","83.431","0","103.157"
"1989","4","Industrial","0.148","0.001","0","148.475","0.844","0","149.468"
"1989","4","Residential","0.411","4.574","0","75.616","0","0","80.601"
"1989","4","Transportation","0","0","0","5.597","0","0","5.597"
"1989","5","Commerical","0.212","0.005","0","8.330","0.024","0","8.571"
"1989","5","Electric Power","4.274","0.053","0.697","16.906","97.193","0","119.123"
"1989","5","Industrial","0.153","0.001","0","132.079","0.983","0","133.216"
"1989","5","Residential","0.425","5.05","0","78.137","0","0","83.612"
"1989","5","Transportation","0","0","0","5.783","0","0","5.783"
"1989","6","Commerical","0.205","0.005","0","8.180","0.022","0","8.412"
"1989","6","Electric Power","4.219","0.074","0.534","18.290","89.685","0","112.802"
"1989","6","Industrial","0.148","0.001","0","140.763","0.907","0","141.819"
"1989","6","Residential","0.411","5.095","0","75.616","0","0","81.122"
"1989","6","Transportation","0","0","0","5.597","0","0","5.597"
"1989","7","Commerical","0.212","0.005","0","8.758","0.019","0","8.994"
"1989","7","Electric Power","4.279","0.121","0.485","20.896","78.559","0","104.340"
"1989","7","Industrial","0.153","0.001","0","147.745","0.794","0","148.693"
"1989","7","Residential","0.425","5.349","0","78.137","0","0","83.911"
"1989","7","Transportation","0","0","0","5.783","0","0","5.783"
"1989","8","Commerical","0.212","0.005","0","8.670","0.017","0","8.904"
"1989","8","Electric Power","4.129","0.089","0.352","21.801","69.951","0","96.322"
"1989","8","Industrial","0.153","0.001","0","162.594","0.707","0","163.455"
"1989","8","Residential","0.425","5.293","0","78.137","0","0","83.855"
"1989","8","Transportation","0","0","0","5.783","0","0","5.783"
"1989","9","Commerical","0.205","0.005","0","8.708","0.016","0","8.934"
"1989","9","Electric Power","3.845","0.107","0.956","22.483","65.558","0","92.949"
"1989","9","Industrial","0.148","0.001","0","152.407","0.663","0","153.219"
"1989","9","Residential","0.411","4.828","0","75.616","0","0","80.855"
"1989","9","Transportation","0","0","0","5.597","0","0","5.597"
"1989","10","Commerical","0.212","0.004","0","9.023","0.017","0","9.256"
"1989","10","Electric Power","4.045","0.096","0.599","23.603","69.564","0","97.907"
"1989","10","Industrial","0.153","0.001","0","159.918","0.703","0","160.775"
"1989","10","Residential","0.425","4.4","0","78.137","0","0","82.962"
"1989","10","Transportation","0","0","0","5.783","0","0","5.783"
"1989","11","Commerical","0.205","0.003","0","8.831","0.018","0","9.057"
"1989","11","Electric Power","3.859","0.084","0.419","24.174","73.412","0","101.948"
"1989","11","Industrial","0.148","0.001","0","162.601","0.742","0","163.492"
"1989","11","Residential","0.411","3.609","0","75.616","0","0","79.636"
"1989","11","Transportation","0","0","0","5.597","0","0","5.597"
"1989","12","Commerical","0.212","0.003","0","8.745","0.018","0","8.978"
"1989","12","Electric Power","4.158","0.035","0.219","22.674","75.619","0","102.705"
"1989","12","Industrial","0.153","0.001","0","167.183","0.765","0","168.102"
"1989","12","Residential","0.425","3.426","0","78.137","0","0","81.988"
"1989","12","Transportation","0","0","0","5.783","0","0","5.783"
"1990","1","Commerical","0.238","0.003","0","7.906","0.039","0","8.186"
"1990","1","Electric Power","4.648","0.051","1.028","26.831","82.195","0","114.753"
"1990","1","Industrial","0.161","0.001","0","147.562","0.844","0","148.568"
"1990","1","Residential","0.467","2.96","0","49.260","0","0","52.687"
"1990","1","Transportation","0","0","0","5.132","0","0","5.132"
"1990","2","Commerical","0.215","0.003","0","7.210","0.04","0","7.468"
"1990","2","Electric Power","4.25","0.061","0.789","25.796","85.206","0","116.102"
"1990","2","Industrial","0.146","0.001","0","144.131","0.875","0","145.153"
"1990","2","Residential","0.422","3.191","0","44.493","0","0","48.106"
"1990","2","Transportation","0","0","0","4.635","0","0","4.635"
"1990","3","Commerical","0.238","0.004","0","8.069","0.046","0","8.357"
"1990","3","Electric Power","4.674","0.087","0.837","28.488","97.791","0","131.877"
"1990","3","Industrial","0.161","0.001","0","153.299","1.004","0","154.465"
"1990","3","Residential","0.467","4.397","0","49.260","0","0","54.124"
"1990","3","Transportation","0","0","0","5.132","0","0","5.132"
"1990","4","Commerical","0.23","0.005","0","7.721","0.043","0","7.999"
"1990","4","Electric Power","3.687","0.095","1.434","26.709","89.627","0","121.552"
"1990","4","Industrial","0.156","0.001","0","145.574","0.92","0","146.651"
"1990","4","Residential","0.452","4.846","0","47.671","0","0","52.969"
"1990","4","Transportation","0","0","0","4.966","0","0","4.966"
"1990","5","Commerical","0.238","0.005","0","7.864","0.045","0","8.152"
"1990","5","Electric Power","4.354","0.159","1.195","24.125","94.735","0","124.568"
"1990","5","Industrial","0.161","0.001","0","123.726","0.973","0","124.861"
"1990","5","Residential","0.467","5.349","0","49.260","0","0","55.076"
"1990","5","Transportation","0","0","0","5.132","0","0","5.132"
"1990","6","Commerical","0.23","0.005","0","7.748","0.046","0","8.029"
"1990","6","Electric Power","4.53","0.129","1.387","21.878","97.398","0","125.322"
"1990","6","Industrial","0.156","0.001","0","96.280","1","0","97.437"
"1990","6","Residential","0.452","5.398","0","47.671","0","0","53.521"
"1990","6","Transportation","0","0","0","4.966","0","0","4.966"
"1990","7","Commerical","0.238","0.006","0","7.857","0.04","0","8.141"
"1990","7","Electric Power","4.564","0.159","0.406","24.976","83.592","0","113.697"
"1990","7","Industrial","0.161","0.001","0","132.487","0.858","0","133.507"
"1990","7","Residential","0.467","5.666","0","49.260","0","0","55.393"
"1990","7","Transportation","0","0","0","5.132","0","0","5.132"
"1990","8","Commerical","0.238","0.006","0","8.018","0.036","0","8.298"
"1990","8","Electric Power","4.502","0.167","0.239","28.318","74.756","0","107.982"
"1990","8","Industrial","0.161","0.001","0","154.904","0.768","0","155.834"
"1990","8","Residential","0.467","5.607","0","49.260","0","0","55.334"
"1990","8","Transportation","0","0","0","5.132","0","0","5.132"
"1990","9","Commerical","0.23","0.005","0","7.878","0.029","0","8.142"
"1990","9","Electric Power","4.234","0.107","0.311","28.306","60.769","0","93.727"
"1990","9","Industrial","0.156","0.001","0","151.112","0.624","0","151.893"
"1990","9","Residential","0.452","5.114","0","47.671","0","0","53.237"
"1990","9","Transportation","0","0","0","4.966","0","0","4.966"
"1990","10","Commerical","0.238","0.005","0","8.090","0.031","0","8.364"
"1990","10","Electric Power","4.439","0.115","0.693","27.800","65.948","0","98.995"
"1990","10","Industrial","0.161","0.001","0","145.155","0.677","0","145.994"
"1990","10","Residential","0.467","4.661","0","49.260","0","0","54.388"
"1990","10","Transportation","0","0","0","5.132","0","0","5.132"
"1990","11","Commerical","0.23","0.004","0","7.715","0.034","0","7.983"
"1990","11","Electric Power","4.253","0.056","0.789","25.532","71.099","0","101.729"
"1990","11","Industrial","0.156","0.001","0","134.371","0.73","0","135.258"
"1990","11","Residential","0.452","3.823","0","47.671","0","0","51.946"
"1990","11","Transportation","0","0","0","4.966","0","0","4.966"
"1990","12","Commerical","0.238","0.004","0","7.921","0.041","0","8.204"
"1990","12","Electric Power","4.527","0.066","0.406","27.748","85.521","0","118.268"
"1990","12","Industrial","0.161","0.001","0","155.582","0.878","0","156.622"
"1990","12","Residential","0.467","3.629","0","49.260","0","0","53.356"
"1990","12","Transportation","0","0","0","5.132","0","0","5.132"
"1991","1","Commerical","0.255","0.003","0","8.116","0.042","0","8.416"
"1991","1","Electric Power","4.744","0.068","0.212","33.261","90.788","0","129.073"
"1991","1","Industrial","0.178","0.001","0","170.393","0.903","0","171.475"
"1991","1","Residential","0.501","3.053","0","51.808","0","0","55.362"
"1991","1","Transportation","0","0","0","5.953","0","0","5.953"
"1991","2","Commerical","0.23","0.004","0","7.247","0.036","0","7.517"
"1991","2","Electric Power","4.137","0.073","0.989","25.849","77.829","0","108.877"
"1991","2","Industrial","0.161","0.001","0","119.267","0.774","0","120.203"
"1991","2","Residential","0.453","3.291","0","46.795","0","0","50.539"
"1991","2","Transportation","0","0","0","5.377","0","0","5.377"
"1991","3","Commerical","0.255","0.005","0","8.093","0.042","0","8.395"
"1991","3","Electric Power","4.724","0.021","0.707","28.040","91.433","0","124.925"
"1991","3","Industrial","0.178","0.001","0","120.479","0.909","0","121.567"
"1991","3","Residential","0.501","4.534","0","51.808","0","0","56.843"
"1991","3","Transportation","0","0","0","5.953","0","0","5.953"
"1991","4","Commerical","0.247","0.005","0","7.902","0.042","0","8.196"
"1991","4","Electric Power","4.24","0.022","0.813","26.111","90.928","0","122.114"
"1991","4","Industrial","0.173","0.001","0","100.541","0.904","0","101.619"
"1991","4","Residential","0.485","4.998","0","50.137","0","0","55.620"
"1991","4","Transportation","0","0","0","5.761","0","0","5.761"
"1991","5","Commerical","0.255","0.006","0","8.233","0.046","0","8.540"
"1991","5","Electric Power","4.336","0.214","1.237","28.392","100.253","0","134.432"
"1991","5","Industrial","0.178","0.001","0","112.193","0.997","0","113.369"
"1991","5","Residential","0.501","5.517","0","51.808","0","0","57.826"
"1991","5","Transportation","0","0","0","5.953","0","0","5.953"
"1991","6","Commerical","0.247","0.006","0","7.915","0.042","0","8.210"
"1991","6","Electric Power","4.624","0.229","0.53","27.977","90.909","0","124.269"
"1991","6","Industrial","0.173","0.001","0","117.930","0.904","0","119.008"
"1991","6","Residential","0.485","5.567","0","50.137","0","0","56.189"
"1991","6","Transportation","0","0","0","5.761","0","0","5.761"
"1991","7","Commerical","0.255","0.006","0","7.933","0.039","0","8.233"
"1991","7","Electric Power","4.622","0.281","0.53","26.428","86.088","0","117.949"
"1991","7","Industrial","0.178","0.001","0","117.932","0.856","0","118.967"
"1991","7","Residential","0.501","5.844","0","51.808","0","0","58.153"
"1991","7","Transportation","0","0","0","5.953","0","0","5.953"
"1991","8","Commerical","0.255","0.006","0","8.190","0.035","0","8.486"
"1991","8","Electric Power","4.575","0.244","0.777","32.112","76.858","0","114.566"
"1991","8","Industrial","0.178","0.001","0","152.770","0.764","0","153.713"
"1991","8","Residential","0.501","5.783","0","51.808","0","0","58.092"
"1991","8","Transportation","0","0","0","5.953","0","0","5.953"
"1991","9","Commerical","0.247","0.006","0","7.925","0.03","0","8.208"
"1991","9","Electric Power","4.291","0.205","0.707","33.366","65.318","0","103.887"
"1991","9","Industrial","0.173","0.001","0","170.546","0.649","0","171.369"
"1991","9","Residential","0.485","5.275","0","50.137","0","0","55.897"
"1991","9","Transportation","0","0","0","5.761","0","0","5.761"
"1991","10","Commerical","0.255","0.005","0","7.857","0.029","0","8.146"
"1991","10","Electric Power","4.531","0.122","1.448","29.451","62.547","0","98.099"
"1991","10","Industrial","0.178","0.001","0","154.337","0.622","0","155.138"
"1991","10","Residential","0.501","4.807","0","51.808","0","0","57.116"
"1991","10","Transportation","0","0","0","5.953","0","0","5.953"
"1991","11","Commerical","0.247","0.004","0","7.930","0.03","0","8.211"
"1991","11","Electric Power","4.743","0.086","1.448","31.005","65.405","0","102.687"
"1991","11","Industrial","0.173","0.001","0","146.708","0.65","0","147.532"
"1991","11","Residential","0.485","3.943","0","50.137","0","0","54.565"
"1991","11","Transportation","0","0","0","5.761","0","0","5.761"
"1991","12","Commerical","0.255","0.004","0","8.028","0.036","0","8.323"
"1991","12","Electric Power","4.911","0.044","0.671","32.359","77.542","0","115.527"
"1991","12","Industrial","0.178","0.001","0","168.885","0.771","0","169.835"
"1991","12","Residential","0.501","3.743","0","51.808","0","0","56.052"
"1991","12","Transportation","0","0","0","5.953","0","0","5.953"
"1992","1","Commerical","0.271","0.004","0","9.091","0.038","0","9.404"
"1992","1","Electric Power","4.828","0.03","0.512","38.507","76.899","0","120.776"
"1992","1","Industrial","0.186","0.001","0","170.638","0.907","0","171.732"
"1992","1","Residential","0.542","3.162","0","54.208","0","0","57.912"
"1992","1","Transportation","0","0","0","6.754","0","0","6.754"
"1992","2","Commerical","0.254","0.004","0","8.541","0.031","0","8.830"
"1992","2","Electric Power","4.253","0.038","1.759","33.307","63.885","0","103.242"
"1992","2","Industrial","0.174","0.001","0","131.593","0.754","0","132.522"
"1992","2","Residential","0.507","3.409","0","50.710","0","0","54.626"
"1992","2","Transportation","0","0","0","6.319","0","0","6.319"
"1992","3","Commerical","0.271","0.005","0","8.773","0.038","0","9.087"
"1992","3","Electric Power","4.843","0.048","1.12","30.646","77.456","0","114.113"
"1992","3","Industrial","0.186","0.001","0","120.796","0.914","0","121.897"
"1992","3","Residential","0.542","4.697","0","54.208","0","0","59.447"
"1992","3","Transportation","0","0","0","6.754","0","0","6.754"
"1992","4","Commerical","0.262","0.006","0","8.268","0.034","0","8.570"
"1992","4","Electric Power","4.384","0.1","1.088","27.706","69.328","0","102.606"
"1992","4","Industrial","0.18","0.001","0","115.202","0.818","0","116.201"
"1992","4","Residential","0.525","5.176","0","52.459","0","0","58.160"
"1992","4","Transportation","0","0","0","6.537","0","0","6.537"
"1992","5","Commerical","0.271","0.007","0","8.959","0.039","0","9.276"
"1992","5","Electric Power","4.642","0.16","0.32","29.000","79.009","0","113.131"
"1992","5","Industrial","0.186","0.001","0","91.616","0.932","0","92.735"
"1992","5","Residential","0.542","5.715","0","54.208","0","0","60.465"
"1992","5","Transportation","0","0","0","6.754","0","0","6.754"
"1992","6","Commerical","0.262","0.007","0","8.719","0.039","0","9.027"
"1992","6","Electric Power","4.589","0.157","0.256","32.919","79.837","0","117.758"
"1992","6","Industrial","0.18","0.001","0","130.351","0.942","0","131.474"
"1992","6","Residential","0.525","5.766","0","52.459","0","0","58.750"
"1992","6","Transportation","0","0","0","6.537","0","0","6.537"
"1992","7","Commerical","0.271","0.007","0","9.042","0.034","0","9.354"
"1992","7","Electric Power","4.655","0.212","0.256","35.352","69.813","0","110.288"
"1992","7","Industrial","0.186","0.002","0","144.794","0.824","0","145.806"
"1992","7","Residential","0.542","6.053","0","54.208","0","0","60.803"
"1992","7","Transportation","0","0","0","6.754","0","0","6.754"
"1992","8","Commerical","0.271","0.007","0","9.022","0.032","0","9.332"
"1992","8","Electric Power","4.69","0.206","0.48","37.100","64.679","0","107.155"
"1992","8","Industrial","0.186","0.002","0","162.578","0.763","0","163.529"
"1992","8","Residential","0.542","5.99","0","54.208","0","0","60.740"
"1992","8","Transportation","0","0","0","6.754","0","0","6.754"
"1992","9","Commerical","0.262","0.006","0","8.747","0.029","0","9.044"
"1992","9","Electric Power","4.359","0.157","1.088","35.104","59.74","0","100.448"
"1992","9","Industrial","0.18","0.001","0","148.664","0.705","0","149.550"
"1992","9","Residential","0.525","5.463","0","52.459","0","0","58.447"
"1992","9","Transportation","0","0","0","6.537","0","0","6.537"
"1992","10","Commerical","0.271","0.006","0","8.741","0.029","0","9.047"
"1992","10","Electric Power","4.6","0.128","0.832","35.102","58.752","0","99.414"
"1992","10","Industrial","0.186","0.001","0","164.739","0.693","0","165.619"
"1992","10","Residential","0.542","4.979","0","54.208","0","0","59.729"
"1992","10","Transportation","0","0","0","6.754","0","0","6.754"
"1992","11","Commerical","0.262","0.005","0","7.979","0.034","0","8.280"
"1992","11","Electric Power","4.587","0.097","0.96","30.906","69.115","0","105.665"
"1992","11","Industrial","0.18","0.001","0","166.503","0.815","0","167.499"
"1992","11","Residential","0.525","4.085","0","52.459","0","0","57.069"
"1992","11","Transportation","0","0","0","6.537","0","0","6.537"
"1992","12","Commerical","0.271","0.004","0","9.059","0.041","0","9.375"
"1992","12","Electric Power","4.633","0.031","1.184","36.808","84.54","0","127.196"
"1992","12","Industrial","0.186","0.001","0","157.061","0.997","0","158.245"
"1992","12","Residential","0.542","3.877","0","54.208","0","0","58.627"
"1992","12","Transportation","0","0","0","6.754","0","0","6.754"
"1993","1","Commerical","0.289","0.004","0","9.877","0.032","0","10.202"
"1993","1","Electric Power","4.923","0.032","0.844","42.161","87.932","0","135.892"
"1993","1","Industrial","0.204","0.001","0","167.341","0.91","0","168.456"
"1993","1","Residential","0.578","3.251","0","46.712","0","0","50.541"
"1993","1","Transportation","0","0","0","7.396","0","0","7.396"
"1993","2","Commerical","0.261","0.004","0","8.479","0.026","0","8.770"
"1993","2","Electric Power","4.786","0.061","0.169","34.407","70.971","0","110.394"
"1993","2","Industrial","0.184","0.001","0","148.910","0.734","0","149.829"
"1993","2","Residential","0.522","3.505","0","42.192","0","0","46.219"
"1993","2","Transportation","0","0","0","7.368","0","0","7.368"
"1993","3","Commerical","0.289","0.006","0","9.794","0.03","0","10.119"
"1993","3","Electric Power","4.987","0.118","1.773","40.412","82.98","0","130.270"
"1993","3","Industrial","0.204","0.001","0","158.062","0.858","0","159.125"
"1993","3","Residential","0.578","4.829","0","46.712","0","0","52.119"
"1993","3","Transportation","0","0","0","8.445","0","0","8.445"
"1993","4","Commerical","0.279","0.007","0","8.649","0.032","0","8.967"
"1993","4","Electric Power","4.949","0.185","1.266","30.565","90.016","0","126.981"
"1993","4","Industrial","0.197","0.001","0","134.546","0.931","0","135.675"
"1993","4","Residential","0.559","5.322","0","45.205","0","0","51.086"
"1993","4","Transportation","0","0","0","7.119","0","0","7.119"
"1993","5","Commerical","0.289","0.007","0","9.180","0.037","0","9.513"
"1993","5","Electric Power","4.402","0.169","1.266","29.283","103.633","0","138.753"
"1993","5","Industrial","0.204","0.002","0","102.806","1.072","0","104.084"
"1993","5","Residential","0.578","5.875","0","46.712","0","0","53.165"
"1993","5","Transportation","0","0","0","7.030","0","0","7.030"
"1993","6","Commerical","0.279","0.007","0","9.027","0.034","0","9.347"
"1993","6","Electric Power","4.435","0.121","0.295","30.120","94.174","0","129.145"
"1993","6","Industrial","0.197","0.002","0","105.323","0.974","0","106.496"
"1993","6","Residential","0.559","5.928","0","45.205","0","0","51.692"
"1993","6","Transportation","0","0","0","7.286","0","0","7.286"
"1993","7","Commerical","0.289","0.008","0","9.133","0.03","0","9.460"
"1993","7","Electric Power","4.869","0.213","0.464","30.751","83.467","0","119.764"
"1993","7","Industrial","0.204","0.002","0","118.411","0.863","0","119.480"
"1993","7","Residential","0.578","6.223","0","46.712","0","0","53.513"
"1993","7","Transportation","0","0","0","7.509","0","0","7.509"
"1993","8","Commerical","0.289","0.008","0","8.745","0.025","0","9.067"
"1993","8","Electric Power","4.944","0.233","0.253","33.450","70.829","0","109.709"
"1993","8","Industrial","0.204","0.002","0","166.697","0.733","0","167.636"
"1993","8","Residential","0.578","6.159","0","46.712","0","0","53.449"
"1993","8","Transportation","0","0","0","5.902","0","0","5.902"
