OrderMonth,OrderYear,ShipDuration,ShipMode,Segment,State,Category,SubCategory,Sales
8,2016,6,Standard Class,Consumer,Arizona,Office Supplies,Labels,5.04
11,2018,4,Standard Class,Consumer,Kentucky,Furniture,Furnishings,821.88
11,2018,4,Standard Class,Consumer,Kentucky,Office Supplies,Binders,21.96
9,2017,4,Standard Class,Home Office,South Carolina,Office Supplies,Paper,25.92
8,2017,5,Standard Class,Consumer,Florida,Technology,Phones,705.54
9,2016,4,Standard Class,Consumer,New York,Technology,Accessories,50
10,2017,6,Standard Class,Corporate,Texas,Furniture,Furnishings,51.71
3,2016,6,Standard Class,Corporate,Florida,Office Supplies,Appliances,6.99
5,2016,4,Standard Class,Consumer,Utah,Furniture,Bookcases,1406.86
5,2016,4,Standard Class,Consumer,Utah,Office Supplies,Labels,15.75
5,2016,4,Standard Class,Consumer,Utah,Office Supplies,Storage,323.1
12,2016,6,Standard Class,Consumer,Tennessee,Office Supplies,Labels,9.22
12,2016,6,Standard Class,Consumer,Tennessee,Office Supplies,Paper,10.37
3,2016,5,Second Class,Corporate,New York,Technology,Accessories,15.02
3,2016,5,Second Class,Corporate,New York,Office Supplies,Storage,33.82
12,2018,3,First Class,Consumer,Kentucky,Technology,Accessories,71
11,2018,2,Second Class,Consumer,Washington,Office Supplies,Binders,25.12
11,2018,2,Second Class,Consumer,Washington,Furniture,Tables,2665.62
9,2018,4,Standard Class,Corporate,New York,Office Supplies,Storage,478.08
12,2018,0,Same Day,Corporate,Ohio,Technology,Phones,164.39
12,2018,0,Same Day,Corporate,Ohio,Office Supplies,Art,13.25
7,2018,5,Standard Class,Home Office,Illinois,Office Supplies,Art,2.91
8,2017,3,Second Class,Consumer,Texas,Technology,Accessories,1399.94
7,2018,5,Standard Class,Home Office,Indiana,Furniture,Furnishings,526.45
11,2015,5,Standard Class,Corporate,Georgia,Office Supplies,Envelopes,16.23
11,2015,5,Standard Class,Corporate,Georgia,Office Supplies,Binders,319.9
11,2015,5,Standard Class,Corporate,Georgia,Office Supplies,Envelopes,11.36
11,2015,5,Standard Class,Corporate,Georgia,Office Supplies,Appliances,675.12
1,2015,5,Standard Class,Home Office,Virginia,Furniture,Furnishings,62.82
1,2015,5,Standard Class,Home Office,Virginia,Office Supplies,Storage,489.92
1,2015,5,Standard Class,Home Office,Virginia,Office Supplies,Paper,19.44
1,2015,5,Standard Class,Home Office,Virginia,Office Supplies,Paper,16.68
1,2015,5,Standard Class,Home Office,Virginia,Technology,Phones,155.35
1,2015,5,Standard Class,Home Office,Virginia,Furniture,Furnishings,12.42
1,2015,5,Standard Class,Home Office,Virginia,Technology,Phones,187.98
11,2016,7,Standard Class,Corporate,Texas,Office Supplies,Envelopes,6.61
6,2018,6,Standard Class,Consumer,New York,Office Supplies,Storage,248.57
6,2018,6,Standard Class,Consumer,New York,Furniture,Furnishings,22.23
5,2017,4,Standard Class,Home Office,California,Office Supplies,Storage,5.98
5,2017,4,Standard Class,Home Office,California,Technology,Phones,246.17
9,2017,6,Standard Class,Consumer,Illinois,Furniture,Furnishings,14.14
9,2017,6,Standard Class,Consumer,Illinois,Furniture,Tables,601.47
11,2018,2,Second Class,Corporate,South Carolina,Technology,Phones,79.1
11,2018,2,Second Class,Corporate,South Carolina,Office Supplies,Binders,327.84
5,2018,4,Standard Class,Corporate,Indiana,Office Supplies,Envelopes,180.96
5,2018,4,Standard Class,Corporate,Indiana,Office Supplies,Binders,914.97
5,2018,4,Standard Class,Corporate,Indiana,Technology,Phones,587.97
5,2018,4,Standard Class,Corporate,Indiana,Office Supplies,Storage,530.34
5,2018,4,Standard Class,Corporate,Indiana,Office Supplies,Paper,14.94
4,2018,6,Standard Class,Consumer,New York,Office Supplies,Appliances,121.94
4,2018,6,Standard Class,Consumer,New York,Office Supplies,Supplies,122.71
6,2017,0,Same Day,Consumer,New York,Office Supplies,Paper,14.94
6,2017,0,Same Day,Consumer,New York,Technology,Machines,1349.85
6,2017,0,Same Day,Consumer,New York,Furniture,Bookcases,136.78
6,2017,0,Same Day,Consumer,New York,Furniture,Furnishings,61.12
12,2015,5,Standard Class,Corporate,Florida,Office Supplies,Binders,1.17
3,2017,6,Standard Class,Home Office,California,Office Supplies,Art,16.99
11,2015,5,Standard Class,Corporate,Texas,Technology,Accessories,24.67
11,2015,5,Standard Class,Corporate,Texas,Office Supplies,Labels,2.52
11,2015,5,Standard Class,Corporate,Texas,Furniture,Tables,1218.74
11,2015,5,Standard Class,Corporate,Texas,Office Supplies,Labels,5.9
11,2015,5,Standard Class,Corporate,Texas,Office Supplies,Paper,15.7
11,2015,5,Standard Class,Corporate,Texas,Furniture,Furnishings,6.1
4,2017,7,Standard Class,Corporate,California,Furniture,Chairs,41.57
4,2015,7,Standard Class,Corporate,California,Furniture,Chairs,230.28
4,2015,7,Standard Class,Corporate,California,Office Supplies,Binders,18.29
4,2018,4,Standard Class,Consumer,California,Office Supplies,Labels,5.78
4,2018,4,Standard Class,Consumer,California,Office Supplies,Binders,121.68
12,2018,4,Standard Class,Corporate,New Mexico,Office Supplies,Art,4.17
12,2018,4,Standard Class,Corporate,New Mexico,Technology,Phones,67.04
12,2018,4,Standard Class,Corporate,New Mexico,Office Supplies,Storage,37.32
12,2018,4,Standard Class,Corporate,New Mexico,Office Supplies,Labels,18.45
12,2015,3,Second Class,Corporate,Missouri,Office Supplies,Paper,25.92
10,2018,2,First Class,Home Office,New York,Technology,Copiers,11199.97
10,2018,2,First Class,Home Office,New York,Technology,Phones,2399.6
10,2018,2,First Class,Home Office,New York,Office Supplies,Envelopes,63.9
10,2018,2,First Class,Home Office,New York,Technology,Phones,52.99
11,2018,2,First Class,Corporate,Ohio,Technology,Accessories,60.86
11,2018,2,First Class,Corporate,Ohio,Technology,Machines,653
11,2018,2,First Class,Corporate,Ohio,Office Supplies,Binders,11.22
9,2016,5,Standard Class,Consumer,Oklahoma,Office Supplies,Paper,14.94
5,2018,5,Standard Class,Consumer,Washington,Furniture,Furnishings,39.96
5,2018,5,Standard Class,Consumer,Washington,Furniture,Chairs,42.62
5,2018,5,Standard Class,Consumer,Washington,Furniture,Chairs,220.96
7,2016,5,Second Class,Corporate,North Carolina,Furniture,Furnishings,4.93
7,2016,5,Second Class,Corporate,North Carolina,Office Supplies,Binders,7.23
8,2016,4,Standard Class,Corporate,California,Office Supplies,Storage,323.1
6,2018,6,Standard Class,Consumer,New York,Office Supplies,Paper,19.04
6,2018,6,Standard Class,Consumer,New York,Office Supplies,Binders,13.13
6,2018,6,Standard Class,Consumer,New York,Office Supplies,Art,64.14
6,2018,6,Standard Class,Consumer,New York,Furniture,Chairs,858.24
2,2016,5,Standard Class,Consumer,Arkansas,Technology,Accessories,29.99
12,2017,1,First Class,Consumer,Illinois,Office Supplies,Paper,186.05
4,2017,4,Second Class,Home Office,North Carolina,Technology,Phones,36.79
4,2017,4,Second Class,Home Office,North Carolina,Furniture,Furnishings,18.62
9,2015,5,Second Class,Consumer,Oklahoma,Furniture,Furnishings,57.69
9,2015,5,Second Class,Consumer,Oklahoma,Office Supplies,Binders,42.81
9,2015,5,Second Class,Consumer,Oklahoma,Office Supplies,Paper,12.96
9,2015,5,Second Class,Consumer,Oklahoma,Furniture,Furnishings,821.88
9,2015,5,Second Class,Consumer,Oklahoma,Technology,Phones,104.85
9,2017,5,Standard Class,Corporate,California,Furniture,Bookcases,424.96
9,2018,4,Second Class,Corporate,Utah,Office Supplies,Binders,10.78
9,2018,4,Second Class,Corporate,Utah,Office Supplies,Binders,11.78
9,2018,4,Second Class,Corporate,Utah,Office Supplies,Paper,164.88
9,2018,4,Second Class,Corporate,Utah,Furniture,Bookcases,1292.94
9,2018,4,Second Class,Corporate,Utah,Office Supplies,Binders,25.58
9,2018,4,Second Class,Corporate,Utah,Office Supplies,Storage,261.74
9,2018,4,Second Class,Corporate,Utah,Office Supplies,Labels,14.4
8,2017,4,Standard Class,Consumer,California,Office Supplies,Envelopes,10.86
12,2016,4,Standard Class,Corporate,Arizona,Furniture,Chairs,883.84
11,2018,4,Standard Class,Corporate,New York,Technology,Phones,1979.89
11,2018,4,Standard Class,Corporate,New York,Office Supplies,Envelopes,79.96
4,2018,1,First Class,Home Office,Missouri,Office Supplies,Binders,8.76
5,2017,3,First Class,Consumer,Tennessee,Office Supplies,Labels,3.98
5,2017,3,First Class,Consumer,Tennessee,Furniture,Tables,370.62
5,2017,3,First Class,Consumer,Tennessee,Office Supplies,Binders,2.74
10,2017,0,Same Day,Consumer,Texas,Technology,Accessories,79.51
10,2017,0,Same Day,Consumer,Texas,Office Supplies,Paper,28.35
8,2016,5,Standard Class,Home Office,California,Furniture,Chairs,40.78
8,2016,5,Standard Class,Home Office,California,Office Supplies,Appliances,105.96
9,2015,3,Second Class,Corporate,Massachusetts,Office Supplies,Paper,166.44
9,2015,3,Second Class,Corporate,Massachusetts,Furniture,Chairs,785.88
9,2015,3,Second Class,Corporate,Massachusetts,Office Supplies,Paper,26.2
9,2015,3,Second Class,Corporate,Massachusetts,Office Supplies,Storage,1325.85
12,2018,0,Same Day,Consumer,California,Office Supplies,Paper,166.44
11,2018,5,Standard Class,Consumer,North Carolina,Office Supplies,Art,8.76
11,2018,5,Standard Class,Consumer,North Carolina,Office Supplies,Appliances,43.58
6,2015,0,Same Day,Consumer,Colorado,Office Supplies,Binders,11.09
6,2015,0,Same Day,Consumer,Colorado,Office Supplies,Binders,25.16
1,2018,6,Standard Class,Home Office,Michigan,Office Supplies,Binders,14.4
1,2018,6,Standard Class,Home Office,Michigan,Technology,Accessories,619.95
1,2018,6,Standard Class,Home Office,Michigan,Office Supplies,Binders,89.52
1,2018,6,Standard Class,Home Office,Michigan,Technology,Machines,350.97
1,2018,6,Standard Class,Home Office,Michigan,Technology,Phones,164.99
6,2018,7,Standard Class,Consumer,California,Office Supplies,Binders,312.55
9,2017,5,Standard Class,Consumer,North Carolina,Office Supplies,Envelopes,95.95
9,2017,5,Standard Class,Consumer,North Carolina,Office Supplies,Binders,3.2
8,2017,1,First Class,Consumer,Illinois,Office Supplies,Binders,3.98
11,2016,2,First Class,Corporate,California,Office Supplies,Paper,15.7
6,2015,2,First Class,Consumer,Illinois,Office Supplies,Art,5.25
12,2018,4,Standard Class,Consumer,Pennsylvania,Office Supplies,Binders,5.35
8,2017,5,Standard Class,Consumer,Colorado,Office Supplies,Paper,15.48
8,2017,5,Standard Class,Consumer,Colorado,Technology,Phones,108.58
1,2017,6,Standard Class,Corporate,Washington,Furniture,Furnishings,109.9
10,2015,5,Standard Class,Consumer,Florida,Furniture,Furnishings,15.38
2,2017,2,First Class,Consumer,Ohio,Office Supplies,Paper,30.35
3,2015,5,Standard Class,Home Office,Florida,Technology,Machines,821.3
3,2015,5,Standard Class,Home Office,Florida,Technology,Machines,22638.48
3,2015,5,Standard Class,Home Office,Florida,Office Supplies,Paper,21.38
3,2015,5,Standard Class,Home Office,Florida,Office Supplies,Art,8.02
3,2015,5,Standard Class,Home Office,Florida,Furniture,Furnishings,30.77
3,2015,5,Standard Class,Home Office,Florida,Office Supplies,Fasteners,18.94
3,2015,5,Standard Class,Home Office,Florida,Furniture,Furnishings,122.35
5,2015,6,Standard Class,Consumer,Maryland,Office Supplies,Paper,116.28
7,2018,2,Second Class,Consumer,New York,Technology,Accessories,132.6
6,2018,5,Standard Class,Home Office,New Mexico,Office Supplies,Supplies,16.68
6,2018,5,Standard Class,Home Office,New Mexico,Office Supplies,Paper,19.44
6,2018,5,Standard Class,Home Office,New Mexico,Office Supplies,Paper,192.16
1,2016,7,Standard Class,Consumer,California,Furniture,Furnishings,227.36
1,2016,7,Standard Class,Consumer,California,Technology,Machines,1919.98
12,2016,4,Standard Class,Consumer,Florida,Office Supplies,Binders,12.83
10,2018,2,First Class,Corporate,Ohio,Furniture,Furnishings,45.89
7,2018,3,Second Class,Consumer,New York,Office Supplies,Art,60.12
4,2015,4,Standard Class,Consumer,North Carolina,Technology,Phones,302.38
12,2016,5,Standard Class,Home Office,Washington,Office Supplies,Art,13.9
12,2015,4,Standard Class,Corporate,New York,Technology,Phones,129.98
8,2018,6,Standard Class,Home Office,Georgia,Technology,Accessories,71.98
9,2015,6,Standard Class,Consumer,New York,Technology,Phones,377.97
12,2018,6,Standard Class,Consumer,California,Office Supplies,Storage,124.36
12,2015,2,Second Class,Consumer,Texas,Furniture,Furnishings,23.98
11,2015,4,Second Class,Corporate,North Carolina,Office Supplies,Fasteners,8.38
11,2015,4,Second Class,Corporate,North Carolina,Office Supplies,Appliances,58.24
4,2017,5,Second Class,Consumer,Virginia,Office Supplies,Storage,81.2
10,2015,4,Standard Class,Consumer,California,Office Supplies,Labels,14.45
10,2015,4,Standard Class,Consumer,California,Office Supplies,Binders,95.65
11,2018,6,Standard Class,Consumer,Pennsylvania,Technology,Phones,359.97
11,2018,6,Standard Class,Consumer,Pennsylvania,Furniture,Tables,350.35
12,2018,2,First Class,Consumer,Ohio,Office Supplies,Binders,1.64
12,2018,2,First Class,Consumer,Ohio,Technology,Phones,629.96
2,2018,6,Standard Class,Consumer,Washington,Office Supplies,Art,6.63
2,2018,6,Standard Class,Consumer,Washington,Technology,Accessories,799.96
2,2018,6,Standard Class,Consumer,Washington,Furniture,Furnishings,107.53
7,2015,4,Standard Class,Consumer,New Jersey,Technology,Phones,73.98
7,2015,4,Standard Class,Consumer,New Jersey,Office Supplies,Art,5.58
2,2016,2,Second Class,Consumer,New Mexico,Office Supplies,Paper,49.12
11,2016,6,Standard Class,Consumer,Delaware,Technology,Phones,377.97
11,2016,6,Standard Class,Consumer,Delaware,Office Supplies,Paper,42.28
11,2016,6,Standard Class,Consumer,Delaware,Furniture,Bookcases,299.97
11,2016,6,Standard Class,Consumer,Delaware,Technology,Phones,89.98
4,2018,2,First Class,Corporate,Alabama,Office Supplies,Supplies,477.24
4,2018,2,First Class,Corporate,Alabama,Technology,Accessories,25.98
2,2017,2,Second Class,Consumer,Ohio,Office Supplies,Envelopes,46.72
11,2015,4,Standard Class,Consumer,California,Furniture,Furnishings,35.34
6,2016,5,Second Class,Corporate,California,Furniture,Furnishings,257.64
6,2016,5,Second Class,Corporate,California,Technology,Phones,125.98
8,2018,4,Second Class,Consumer,North Carolina,Technology,Accessories,79.99
5,2015,5,Standard Class,Consumer,Massachusetts,Furniture,Tables,700.06
11,2016,4,Standard Class,Home Office,Texas,Technology,Accessories,27.17
12,2016,4,Standard Class,Consumer,Florida,Office Supplies,Binders,8.23
6,2015,6,Standard Class,Consumer,Washington,Furniture,Chairs,585.55
8,2015,3,Second Class,Consumer,California,Office Supplies,Storage,423.28
5,2015,4,Standard Class,Consumer,California,Furniture,Chairs,225.3
4,2016,4,Standard Class,Consumer,California,Office Supplies,Art,5.56
4,2016,4,Standard Class,Consumer,California,Technology,Accessories,323.37
4,2016,4,Standard Class,Consumer,California,Technology,Phones,783.96
4,2016,4,Standard Class,Consumer,California,Office Supplies,Appliances,1447.65
4,2016,4,Standard Class,Consumer,California,Office Supplies,Paper,11.96
6,2017,2,Second Class,Consumer,New York,Technology,Accessories,239.97
3,2017,4,Standard Class,Home Office,Georgia,Furniture,Furnishings,76.92
3,2017,4,Standard Class,Home Office,Georgia,Office Supplies,Storage,481.32
5,2015,3,First Class,Home Office,Utah,Office Supplies,Paper,48.4
10,2018,2,First Class,Home Office,California,Technology,Accessories,0.99
10,2018,2,First Class,Home Office,California,Office Supplies,Binders,101.84
6,2018,6,Standard Class,Home Office,Pennsylvania,Office Supplies,Binders,10.33
6,2018,6,Standard Class,Home Office,Pennsylvania,Office Supplies,Binders,31.16
6,2018,6,Standard Class,Home Office,Pennsylvania,Office Supplies,Storage,8.93
1,2018,3,First Class,Consumer,Pennsylvania,Office Supplies,Appliances,34.38
1,2018,3,First Class,Consumer,Pennsylvania,Office Supplies,Appliances,1924.16
4,2016,5,Standard Class,Consumer,Texas,Office Supplies,Appliances,32.19
4,2016,5,Standard Class,Consumer,Texas,Technology,Accessories,50.12
4,2016,5,Standard Class,Consumer,Texas,Technology,Accessories,47.98
9,2017,7,Standard Class,Consumer,Wisconsin,Office Supplies,Storage,54.5
12,2018,2,First Class,Consumer,Florida,Furniture,Furnishings,19.1
11,2017,4,Standard Class,Consumer,Michigan,Office Supplies,Binders,49.44
11,2018,7,Standard Class,Home Office,Ohio,Office Supplies,Paper,10.37
10,2017,4,Standard Class,Consumer,California,Office Supplies,Storage,154.44
12,2016,4,Standard Class,Corporate,Colorado,Office Supplies,Appliances,60.98
7,2016,2,Second Class,Consumer,California,Furniture,Bookcases,195.47
4,2018,5,Standard Class,Corporate,Florida,Furniture,Furnishings,23.68
4,2018,5,Standard Class,Corporate,Florida,Technology,Accessories,2.38
5,2018,2,First Class,Consumer,New York,Office Supplies,Labels,59.2
11,2018,7,Standard Class,Consumer,Minnesota,Office Supplies,Art,22
11,2017,5,Standard Class,Consumer,Michigan,Technology,Phones,257.98
11,2017,5,Standard Class,Corporate,Pennsylvania,Technology,Phones,23.99
10,2017,6,Standard Class,Corporate,Ohio,Technology,Phones,23.98
9,2016,2,First Class,Home Office,California,Furniture,Chairs,601.54
9,2016,2,First Class,Home Office,California,Office Supplies,Fasteners,7.9
12,2015,4,Standard Class,Corporate,Texas,Furniture,Furnishings,58.36
12,2015,4,Standard Class,Corporate,Texas,Office Supplies,Art,16.46
12,2015,4,Standard Class,Corporate,Texas,Furniture,Furnishings,39.96
9,2015,1,First Class,Corporate,Nebraska,Office Supplies,Appliances,25.96
9,2015,1,First Class,Corporate,Nebraska,Office Supplies,Appliances,36.27
9,2015,1,First Class,Corporate,Nebraska,Office Supplies,Paper,6.48
4,2015,5,Standard Class,Corporate,California,Technology,Phones,1075.09
4,2015,5,Standard Class,Corporate,California,Technology,Phones,438.37
4,2015,5,Standard Class,Corporate,California,Office Supplies,Binders,18.09
4,2015,5,Standard Class,Corporate,California,Furniture,Bookcases,308.5
10,2018,7,Standard Class,Consumer,Arkansas,Office Supplies,Art,13.36
10,2018,7,Standard Class,Consumer,Arkansas,Office Supplies,Paper,39.96
10,2018,7,Standard Class,Consumer,Arkansas,Office Supplies,Binders,145.85
10,2017,3,First Class,Corporate,Florida,Technology,Phones,783.96
11,2016,3,First Class,Consumer,Oregon,Office Supplies,Art,7.88
11,2018,5,Standard Class,Consumer,New Mexico,Furniture,Furnishings,41.37
5,2016,4,Standard Class,Consumer,California,Office Supplies,Paper,12.84
5,2016,4,Standard Class,Consumer,California,Office Supplies,Paper,25.68
9,2016,4,Standard Class,Consumer,Texas,Furniture,Chairs,47.52
7,2016,2,Second Class,Consumer,Washington,Office Supplies,Fasteners,9.42
7,2016,2,Second Class,Consumer,Washington,Office Supplies,Paper,12.96
7,2016,2,Second Class,Consumer,Washington,Furniture,Bookcases,704.9
7,2016,2,Second Class,Consumer,Washington,Furniture,Chairs,561.57
11,2016,2,Second Class,Home Office,Wisconsin,Office Supplies,Paper,179.82
11,2016,2,Second Class,Home Office,Wisconsin,Furniture,Furnishings,185.58
11,2016,2,Second Class,Home Office,Wisconsin,Furniture,Tables,214.11
11,2016,2,Second Class,Home Office,Wisconsin,Technology,Accessories,999.96
11,2016,2,Second Class,Home Office,Wisconsin,Furniture,Tables,653.55
9,2016,7,Standard Class,Home Office,Massachusetts,Office Supplies,Binders,114.6
9,2016,7,Standard Class,Home Office,Massachusetts,Furniture,Chairs,60.74
9,2016,7,Standard Class,Home Office,Massachusetts,Furniture,Furnishings,124.36
9,2016,7,Standard Class,Home Office,Massachusetts,Office Supplies,Storage,1088.76
5,2017,3,First Class,Consumer,California,Office Supplies,Binders,6.72
5,2017,3,First Class,Consumer,California,Furniture,Tables,298.78
12,2017,5,Standard Class,Consumer,California,Technology,Phones,302.38
9,2018,2,First Class,Consumer,Texas,Office Supplies,Art,8.93
9,2018,2,First Class,Consumer,Texas,Office Supplies,Storage,47.58
9,2015,5,Standard Class,Home Office,Texas,Office Supplies,Paper,33.79
9,2015,5,Standard Class,Home Office,Texas,Furniture,Bookcases,300.53
9,2015,5,Standard Class,Home Office,Texas,Office Supplies,Binders,2.72
9,2015,5,Standard Class,Home Office,Texas,Office Supplies,Envelopes,3.26
4,2017,3,First Class,Consumer,Ohio,Office Supplies,Paper,108.34
4,2017,3,First Class,Consumer,Ohio,Office Supplies,Storage,55.92
4,2017,3,First Class,Consumer,Ohio,Office Supplies,Paper,78.3
11,2015,4,Standard Class,Consumer,Oregon,Office Supplies,Storage,443.92
11,2015,4,Standard Class,Consumer,Oregon,Technology,Phones,155.98
1,2018,5,Second Class,Corporate,Alabama,Office Supplies,Art,15.47
1,2018,5,Second Class,Corporate,Alabama,Office Supplies,Binders,7.16
11,2018,5,Standard Class,Consumer,California,Office Supplies,Appliances,10.89
11,2018,5,Standard Class,Consumer,California,Office Supplies,Paper,19.44
11,2018,5,Standard Class,Consumer,California,Office Supplies,Binders,121.6
6,2017,3,First Class,Consumer,Florida,Technology,Machines,695.7
9,2016,5,Second Class,Corporate,New York,Office Supplies,Storage,120.33
3,2015,5,Standard Class,Home Office,Virginia,Furniture,Chairs,1139.92
8,2018,4,Second Class,Consumer,North Carolina,Office Supplies,Paper,229.54
3,2018,4,Standard Class,Consumer,Texas,Office Supplies,Storage,143.73
5,2018,4,Standard Class,Consumer,Pennsylvania,Technology,Accessories,36.05
12,2017,4,Standard Class,Corporate,Illinois,Furniture,Chairs,845.49
11,2018,3,First Class,Consumer,Massachusetts,Office Supplies,Art,50.94
9,2018,5,Standard Class,Home Office,Illinois,Office Supplies,Binders,762.59
4,2018,7,Standard Class,Corporate,Georgia,Furniture,Furnishings,56.28
4,2018,7,Standard Class,Corporate,Georgia,Office Supplies,Binders,2690.97
11,2017,5,Standard Class,Corporate,Florida,Office Supplies,Binders,7.43
6,2017,3,First Class,Corporate,Pennsylvania,Office Supplies,Storage,64.78
12,2018,5,Standard Class,Home Office,Indiana,Office Supplies,Paper,28.16
3,2017,2,Second Class,Consumer,New York,Furniture,Furnishings,14.98
3,2017,2,Second Class,Consumer,New York,Furniture,Furnishings,20.32
8,2018,0,Same Day,Corporate,Massachusetts,Office Supplies,Storage,40.29
7,2018,6,Standard Class,Consumer,South Dakota,Office Supplies,Labels,20.23
8,2017,3,First Class,Corporate,California,Furniture,Chairs,1603.14
8,2017,2,Second Class,Consumer,North Carolina,Furniture,Chairs,225.3
5,2018,4,Standard Class,Consumer,Georgia,Technology,Accessories,67.8
5,2018,4,Standard Class,Consumer,Georgia,Technology,Phones,377.97
5,2018,4,Standard Class,Consumer,Georgia,Furniture,Bookcases,1628.82
5,2018,4,Standard Class,Consumer,Georgia,Office Supplies,Paper,286.93
8,2018,5,Standard Class,Consumer,Florida,Office Supplies,Paper,20.74
8,2018,0,Same Day,Consumer,California,Office Supplies,Storage,31.44
8,2018,0,Same Day,Consumer,California,Office Supplies,Appliances,83.79
8,2018,0,Same Day,Consumer,California,Office Supplies,Art,59.52
8,2018,0,Same Day,Consumer,California,Office Supplies,Supplies,31.92
11,2017,2,Second Class,Consumer,Ohio,Office Supplies,Supplies,14.72
11,2017,2,Second Class,Consumer,Ohio,Office Supplies,Storage,38.98
6,2018,7,Standard Class,Consumer,Florida,Furniture,Furnishings,17.09
3,2015,4,Standard Class,Corporate,Arizona,Office Supplies,Paper,74.35
3,2015,4,Standard Class,Corporate,Arizona,Furniture,Chairs,314.35
6,2018,5,Standard Class,Consumer,California,Office Supplies,Art,4.26
11,2018,6,Standard Class,Consumer,California,Office Supplies,Storage,811.28
12,2018,2,First Class,Consumer,New York,Office Supplies,Fasteners,6.03
1,2017,2,Second Class,Consumer,California,Furniture,Chairs,153.57
1,2017,2,Second Class,Consumer,California,Furniture,Chairs,1013.49
1,2017,4,Standard Class,Home Office,New Jersey,Office Supplies,Envelopes,52.34
1,2017,4,Standard Class,Home Office,New Jersey,Office Supplies,Art,4.66
1,2017,4,Standard Class,Home Office,New Jersey,Technology,Accessories,254.97
9,2017,4,Second Class,Home Office,New Jersey,Office Supplies,Binders,25.44
9,2017,4,Second Class,Home Office,New Jersey,Office Supplies,Supplies,27.93
2,2015,4,Standard Class,Consumer,Illinois,Office Supplies,Binders,8.85
11,2017,5,Second Class,Consumer,California,Furniture,Furnishings,6.96
1,2017,4,Standard Class,Consumer,California,Office Supplies,Binders,17.46
10,2017,4,Standard Class,Consumer,Arizona,Furniture,Chairs,307.92
12,2018,1,First Class,Consumer,California,Office Supplies,Art,6.63
12,2018,1,First Class,Consumer,California,Office Supplies,Paper,12.96
12,2018,1,First Class,Consumer,California,Office Supplies,Paper,32.4
11,2018,4,Standard Class,Corporate,Washington,Office Supplies,Paper,23.85
4,2015,2,Second Class,Consumer,Louisiana,Furniture,Chairs,51.96
4,2015,2,Second Class,Consumer,Louisiana,Office Supplies,Binders,17.94
10,2018,6,Standard Class,Corporate,New York,Office Supplies,Paper,11.56
10,2018,6,Standard Class,Corporate,New York,Office Supplies,Paper,26.4
10,2018,6,Standard Class,Corporate,New York,Furniture,Furnishings,69.08
10,2018,6,Standard Class,Corporate,New York,Technology,Phones,35.88
3,2015,4,Standard Class,Consumer,New York,Office Supplies,Art,49.65
1,2017,5,Standard Class,Corporate,North Carolina,Technology,Copiers,959.97
4,2016,4,Standard Class,Consumer,Texas,Furniture,Chairs,408.42
9,2016,5,Standard Class,Consumer,New York,Technology,Copiers,479.98
9,2016,5,Standard Class,Consumer,New York,Office Supplies,Labels,12.6
9,2018,4,Standard Class,Home Office,Georgia,Office Supplies,Paper,184.66
6,2017,5,Standard Class,Consumer,Illinois,Office Supplies,Paper,23.12
6,2017,4,Standard Class,Corporate,Illinois,Office Supplies,Paper,37.46
6,2017,4,Standard Class,Corporate,Illinois,Furniture,Chairs,539.66
9,2015,4,Standard Class,Home Office,Washington,Office Supplies,Storage,310.12
11,2018,6,Standard Class,Consumer,Minnesota,Office Supplies,Paper,8.56
11,2018,6,Standard Class,Consumer,Minnesota,Office Supplies,Storage,52.4
11,2018,6,Standard Class,Consumer,Minnesota,Office Supplies,Labels,14.94
2,2018,4,Standard Class,Consumer,Washington,Office Supplies,Fasteners,11.22
11,2016,4,Standard Class,Consumer,Florida,Office Supplies,Appliances,387.14
6,2015,5,Standard Class,Consumer,New York,Office Supplies,Envelopes,41.4
6,2015,5,Standard Class,Consumer,New York,Office Supplies,Art,35
6,2015,5,Standard Class,Consumer,New York,Office Supplies,Binders,39.55
10,2016,5,Second Class,Consumer,Indiana,Technology,Phones,135.72
10,2016,5,Second Class,Consumer,Indiana,Office Supplies,Binders,12.56
10,2016,5,Second Class,Consumer,Indiana,Technology,Phones,263.96
8,2018,3,First Class,Consumer,Texas,Office Supplies,Art,5.95
11,2017,0,Same Day,Corporate,Pennsylvania,Office Supplies,Fasteners,15.8
11,2017,0,Same Day,Corporate,Pennsylvania,Furniture,Furnishings,14.37
11,2017,0,Same Day,Corporate,Pennsylvania,Furniture,Furnishings,70.45
1,2018,0,Same Day,Consumer,California,Office Supplies,Storage,129.3
11,2016,3,Second Class,Home Office,Texas,Office Supplies,Binders,3.88
6,2015,6,Standard Class,Corporate,Michigan,Office Supplies,Fasteners,6.08
9,2015,3,First Class,Consumer,New York,Office Supplies,Appliances,19.9
9,2015,3,First Class,Consumer,New York,Furniture,Furnishings,70.71
7,2018,4,Second Class,Consumer,Georgia,Furniture,Furnishings,18.84
6,2018,6,Standard Class,Consumer,Minnesota,Office Supplies,Art,8.64
10,2018,7,Standard Class,Home Office,North Carolina,Office Supplies,Binders,1633.19
11,2018,6,Standard Class,Home Office,Michigan,Furniture,Furnishings,19.76
8,2016,0,Same Day,Consumer,California,Office Supplies,Binders,6.61
8,2016,0,Same Day,Consumer,California,Office Supplies,Binders,7.28
8,2016,0,Same Day,Consumer,California,Furniture,Chairs,144.78
